"DE_ICP4_not_n208"	"DE_ICP4_not_n6"	"DE_ICP4_not_RR_LL"	"DE_ICP4_not_n208_n6"	"DE_ICP4_RR_LL_not_n208_n6"
"ERBB4"	FALSE	FALSE	TRUE	FALSE	FALSE
"TRIML2"	FALSE	FALSE	TRUE	FALSE	FALSE
"RNF227"	FALSE	FALSE	TRUE	FALSE	FALSE
"CHRM2"	FALSE	FALSE	TRUE	FALSE	FALSE
"TMEM132E"	FALSE	FALSE	TRUE	FALSE	FALSE
"ADGRB1"	FALSE	FALSE	TRUE	FALSE	FALSE
"PNMA8A"	FALSE	FALSE	TRUE	FALSE	FALSE
"TSHZ2"	FALSE	FALSE	TRUE	FALSE	FALSE
"C1orf116"	FALSE	FALSE	TRUE	FALSE	FALSE
"VMO1"	FALSE	FALSE	TRUE	FALSE	FALSE
"SLC25A21"	FALSE	FALSE	TRUE	FALSE	FALSE
"FREM3"	FALSE	FALSE	TRUE	FALSE	FALSE
"SLITRK6"	FALSE	FALSE	TRUE	FALSE	FALSE
"JAG2"	FALSE	FALSE	TRUE	FALSE	FALSE
"FMNL1"	FALSE	FALSE	TRUE	FALSE	FALSE
"ROBO2"	FALSE	FALSE	TRUE	FALSE	FALSE
"NAT8L"	FALSE	FALSE	TRUE	FALSE	FALSE
"PDE2A"	FALSE	FALSE	TRUE	FALSE	FALSE
"ESPN"	FALSE	FALSE	TRUE	FALSE	FALSE
"DCC"	FALSE	FALSE	TRUE	FALSE	FALSE
"H1-6"	FALSE	FALSE	TRUE	FALSE	FALSE
"OR7D2"	FALSE	FALSE	TRUE	FALSE	FALSE
"PAQR9"	FALSE	FALSE	TRUE	FALSE	FALSE
"ASTL"	FALSE	FALSE	TRUE	FALSE	FALSE
"ZFP92"	FALSE	FALSE	TRUE	FALSE	FALSE
"SERTAD1"	FALSE	FALSE	TRUE	FALSE	FALSE
"GPX1P1"	FALSE	FALSE	TRUE	FALSE	FALSE
"PAX9"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000203434"	FALSE	FALSE	TRUE	FALSE	FALSE
"H2BC18"	FALSE	FALSE	TRUE	FALSE	FALSE
"MAFB"	FALSE	FALSE	TRUE	FALSE	FALSE
"INSYN2B"	FALSE	FALSE	TRUE	FALSE	FALSE
"C19orf38"	FALSE	FALSE	TRUE	FALSE	FALSE
"ACSM4"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000223751"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000224228"	FALSE	FALSE	TRUE	FALSE	FALSE
"TMEM233"	FALSE	FALSE	TRUE	FALSE	FALSE
"FTCDNL1"	FALSE	FALSE	TRUE	FALSE	FALSE
"RPS3AP38"	FALSE	FALSE	TRUE	FALSE	FALSE
"LINC02542"	FALSE	FALSE	TRUE	FALSE	FALSE
"LINC03086"	FALSE	FALSE	TRUE	FALSE	FALSE
"LINC01483"	FALSE	FALSE	TRUE	FALSE	FALSE
"ADGRF5P1"	FALSE	FALSE	TRUE	FALSE	FALSE
"FAM66A"	FALSE	FALSE	TRUE	FALSE	FALSE
"LYPLAL1-AS1"	FALSE	FALSE	TRUE	FALSE	FALSE
"SERPINB9P1"	FALSE	FALSE	TRUE	FALSE	FALSE
"LNCTSI"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000230647"	FALSE	FALSE	TRUE	FALSE	FALSE
"LINC03016"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000231083"	FALSE	FALSE	TRUE	FALSE	FALSE
"LINC01436"	FALSE	FALSE	TRUE	FALSE	FALSE
"DIRC3"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000231760"	FALSE	FALSE	TRUE	FALSE	FALSE
"CT69"	FALSE	FALSE	TRUE	FALSE	FALSE
"STEAP1B-AS1"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000233030"	FALSE	FALSE	TRUE	FALSE	FALSE
"LERFS"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000235381"	FALSE	FALSE	TRUE	FALSE	FALSE
"NOP56P1"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000236209"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000236453"	FALSE	FALSE	TRUE	FALSE	FALSE
"LINC01563"	FALSE	FALSE	TRUE	FALSE	FALSE
"LINC01812"	FALSE	FALSE	TRUE	FALSE	FALSE
"HAND2-AS1"	FALSE	FALSE	TRUE	FALSE	FALSE
"PDE7B-AS1"	FALSE	FALSE	TRUE	FALSE	FALSE
"RPL21P118"	FALSE	FALSE	TRUE	FALSE	FALSE
"PNMA2"	FALSE	FALSE	TRUE	FALSE	FALSE
"SERPINB10"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000242611"	FALSE	FALSE	TRUE	FALSE	FALSE
"DDX11-AS1"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000246477"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000247134"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000248458"	FALSE	FALSE	TRUE	FALSE	FALSE
"KRT8P46"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000249639"	FALSE	FALSE	TRUE	FALSE	FALSE
"ZFPM2-AS1"	FALSE	FALSE	TRUE	FALSE	FALSE
"FOXD1"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000253227"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000253636"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000253667"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000254851"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000254991"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000255566"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000256417"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000256915"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000257298"	FALSE	FALSE	TRUE	FALSE	FALSE
"MGAM"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000257509"	FALSE	FALSE	TRUE	FALSE	FALSE
"LINC02392"	FALSE	FALSE	TRUE	FALSE	FALSE
"HIF1A-AS3"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000259072"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000259727"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000260197"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000260277"	FALSE	FALSE	TRUE	FALSE	FALSE
"SCX"	FALSE	FALSE	TRUE	FALSE	FALSE
"LINC00622"	FALSE	FALSE	TRUE	FALSE	FALSE
"CYLD-AS1"	FALSE	FALSE	TRUE	FALSE	FALSE
"POLRMTP1"	FALSE	FALSE	TRUE	FALSE	FALSE
"GABRQ"	FALSE	FALSE	TRUE	FALSE	FALSE
"LINC02427"	FALSE	FALSE	TRUE	FALSE	FALSE
"CASC15"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000272279"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000272501"	FALSE	FALSE	TRUE	FALSE	FALSE
"RIMBP3B"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000279232"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000279311"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000280107"	FALSE	FALSE	TRUE	FALSE	FALSE
"LINC01348"	FALSE	FALSE	TRUE	FALSE	FALSE
"LINC01173"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000282988"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000283217"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000283265"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000285367"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000286048"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000286223"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000286519"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000287275"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000287735"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000288685"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000288891"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000288947"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000289067"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000289443"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000289444"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000289526"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000289924"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000289979"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000290569"	FALSE	FALSE	TRUE	FALSE	FALSE
"ENSG00000291156"	FALSE	FALSE	TRUE	FALSE	FALSE
