"source"	"ID"	"Description"	"Genes"	"GeneRatio"	"BgRatio"	"pvalue"	"geneID"	"Count"	"Total"	"OddsRatio"	"fdr"
"GOBP POSITIVE REGULATION OF CELL ADHESION"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION"	"GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION"	"EGFL6/TNFSF18/APBB1IP/EDIL3/IL6/NDNF/PDPN/PODXL/SOX4/SMAD7/LAMA2/HES1/IL7R/SMAD3/CCL2/TNFSF4/FOXC2/PNP/FOXO3/STX3/ITGA2/IGFBP2/EGR3/LYN/MYO10/TEK/LIF/VSIR/FSTL3/PTPN22/ADAM19/CSF1/HLA-DPA1/GLI3/CD36/ABL2/ABI3BP/ABL1/ITGA4/SOX12/IGF2/TNFRSF13C/CASS4/CD83/HSD17B12/IL23R/FERMT1/LAMC1/CXCL12/PHF10/CHST2/UTRN/PRKCZ/IL4R/RET/DOCK8/ANGPT1/NRP1/CD276/RELL2/PDPK1/DUSP10/DPP4/CARMIL1/EBI3/ADA/CD274/IL18/TNFRSF14/CHRD/TGM2/KIF26B/GCNT2/ARID1A/IL1A/CCL5/GCNT1/IL7/COL26A1/B2M/CD74/EFNB1/SRC/MYADM/EGFLAM/TNFSF9/ITGA5/FLCN/LIMS2/ADAM8/CITED2/S100A10/ZMIZ1/ZBTB7B/CCN1/TPM1/MDK/FBLN2/GATA3/SMARCC2/LAMA1/BMP7/HLA-E/SMARCD3/FLNA/EFEMP2/DHPS/PIEZO1/ZP3/TRAF6/PBRM1/ADGRG1/HSPH1/CORO1A/HAS2/FLOT1/RIPK2/ILK/SFRP1/SELENOK/WNT5A/CD55/AMBRA1/THY1/MTOR/IL1RL2/NID1/CD24/IL1B/PLAUR/PTK2B/GFUS/WNT10B/EMILIN2/KDR/VAV3/CD160/IL15/KITLG/SIRPA/BCL6/SOCS1/DENND6A/RAG1/ADAM9/EPB41L5/SDC4/ANK3/BRAF/RPS3/ITPKB/RHOD/CIB1/CRK/LIMS1/SHB/ETS1/SMARCE1/ARL2/AP3D1/DAG1/ITGB1BP1/LDB1/ACTB/RASGRP1/NR4A3/BCL10/RAC1/TGFB2/SMARCD1/CDH13/EFNB2/CBFB/HLX/FCHO1/CD81/FERMT2/PTPRC/CD46/MYOC/PTPRU/PIK3CA/SMARCA4/IL12A/VEGFA/IL23A/KLHL25/PDCD1LG2/PLEKHA2/FYN/RRAS/FOXF1/PRKD2/SART1/SMARCB1/PREX1/ACTL6A/ZBTB1/HLA-A/FMN1/MFSD2B/CCDC88B/BMI1/ROCK1/PTPRJ/NLRP3/LGALS9/TESK1/P4HB/VIT/HLA-DMA/DOCK5/PRKCA/EMILIN1/ITGAV/AP3B1/GLI2/COL16A1/NFKBID/LAMB2/ANXA1/CD44/TFRC/SLC7A1/LAMB1/RREB1/TFE3/RSU1/TYK2/EPHA4/LGALS1/YES1/FADD/NEDD9/TMEM102/CSPG5/GP1BA/SMARCC1/ARID1B/OLFM4/MAGI1/SPOCK2/IRAK1/RARA/ITGB3/PTPN6/ZFHX3/XBP1/AFDN/F11R/STAT5B/PTPN11/CD47/KAT5/EPB41L4B/STK4/HSPD1/PTPN23/RHOA/NKAP/TRIOBP/PYCARD/COL8A1/MALT1/CCR7/PLPP3/NFAT5/FRMD5/TNFSF13B/JAK1/MAP3K8/CCDC80/C1QBP/TJP1/IL6ST/CD27/GSK3B/NFKBIZ/FN1/DOCK1/AKT1/ECM2/FUT4/SOX13/NCK2/IL4I1/PPP3CA/RAC3/EPHA1/AGER/DNAJA3/CDK6/JAK2/EMP2/DAB2/DUSP26/SIRPB1/RUNX3/SOCS5/ARPC2/HLA-DPB1/CDC42/RELA/PPM1F/RUNX1/SFRP2/FOXP3/WNT4/FOXA1/UNC13D/GPAM/CCL28/CALR/LEF1/CYRIB/POLDIP2/TGFBR2/ITGA6/PRKCE/CSK/HLA-G/HMGB1/SMARCD2/BRD7/RIN2/JUP/CD4/MIR27B/SMARCA2/ARID2/NCK1/ARHGEF7/BAD/EFNB3/DISC1/ATM/CRKL/ERBB2/FLOT2/CAV1/HYAL1/TSC1/MAP4K4/BTN2A2/STX4/ZAP70/BAG4/ST3GAL4/IFT74/PTAFR/KIFAP3/ITGA3/VTN/CYTH3/SHH/IL36B/RASAL3/ZBTB16/ICOSLG/VAV1/IHH/CD70/TNF/CX3CL1/TNFRSF18/WNT3A/ALOX5/NCKAP1L/PDGFB/APOA1/VNN1/HLA-DRB1/XCL1/FGB/P2RY12/SELE/FUT1/ICOS/CD1D/PRKCQ/FUT3/CD6/FOXA2/HAVCR2/HLA-DRA/ELANE/RNASE10/ITGB2/LEP/HLA-DMB/IBSP/SERPINF2/CHST4/IL12B/NPNT/CARD11"	"1/112"	"395/21914"	0.867164452517352	"NCKAP1L"	1	396	0.495343580470163	0.891073546648265
"GOBP POSITIVE REGULATION OF CELL ADHESION MEDIATED BY INTEGRIN"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN"	"GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN"	"PODXL/FOXC2/LIF/FERMT1/RET/CCL5/PIEZO1/ADAM9/CIB1/TGFB2/ITGB3/PTPN6/RAC3/SFRP2/IFT74/NCKAP1L/P2RY12"	"1/112"	"16/22293"	0.0823343195082243	"NCKAP1L"	1	17	12.4402901785714	0.51442749277187
"GOBP POSITIVE REGULATION OF CELL CELL ADHESION"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION"	"GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION"	"IL6/PDPN/PODXL/SOX4/SMAD7/HES1/IL7R/CCL2/TNFSF4/PNP/FOXO3/IGFBP2/EGR3/LYN/MYO10/VSIR/FSTL3/PTPN22/ADAM19/HLA-DPA1/GLI3/ABL2/ABL1/ITGA4/SOX12/IGF2/TNFRSF13C/CD83/IL23R/PHF10/CHST2/PRKCZ/IL4R/DOCK8/CD276/PDPK1/DUSP10/DPP4/EBI3/ADA/CD274/IL18/TNFRSF14/KIF26B/GCNT2/ARID1A/IL1A/CCL5/GCNT1/IL7/B2M/CD74/EFNB1/SRC/TNFSF9/ADAM8/CITED2/ZMIZ1/ZBTB7B/MDK/GATA3/SMARCC2/BMP7/HLA-E/SMARCD3/DHPS/PIEZO1/ZP3/TRAF6/PBRM1/HSPH1/CORO1A/HAS2/FLOT1/RIPK2/SELENOK/WNT5A/CD55/AMBRA1/THY1/MTOR/IL1RL2/CD24/IL1B/PLAUR/WNT10B/EMILIN2/CD160/IL15/KITLG/SIRPA/BCL6/SOCS1/DENND6A/RAG1/ANK3/RPS3/ITPKB/SHB/ETS1/SMARCE1/AP3D1/ACTB/RASGRP1/NR4A3/BCL10/SMARCD1/EFNB2/CBFB/HLX/FCHO1/CD81/PTPRC/CD46/PTPRU/PIK3CA/SMARCA4/IL12A/IL23A/KLHL25/PDCD1LG2/FYN/SART1/SMARCB1/ACTL6A/ZBTB1/HLA-A/MFSD2B/CCDC88B/BMI1/NLRP3/LGALS9/HLA-DMA/EMILIN1/AP3B1/GLI2/NFKBID/ANXA1/CD44/TFRC/SLC7A1/TYK2/LGALS1/YES1/FADD/GP1BA/SMARCC1/ARID1B/MAGI1/IRAK1/RARA/PTPN6/XBP1/AFDN/F11R/STAT5B/PTPN11/CD47/KAT5/HSPD1/PTPN23/RHOA/NKAP/PYCARD/MALT1/CCR7/PLPP3/NFAT5/TNFSF13B/JAK1/MAP3K8/TJP1/IL6ST/CD27/NFKBIZ/AKT1/FUT4/SOX13/NCK2/IL4I1/PPP3CA/AGER/DNAJA3/JAK2/SIRPB1/RUNX3/SOCS5/HLA-DPB1/RELA/RUNX1/FOXP3/FOXA1/GPAM/LEF1/CYRIB/TGFBR2/CSK/HLA-G/HMGB1/SMARCD2/BRD7/CD4/SMARCA2/ARID2/NCK1/BAD/EFNB3/FLOT2/CAV1/BTN2A2/ZAP70/ST3GAL4/PTAFR/KIFAP3/SHH/IL36B/RASAL3/ZBTB16/ICOSLG/VAV1/IHH/CD70/TNF/CX3CL1/WNT3A/ALOX5/NCKAP1L/VNN1/HLA-DRB1/XCL1/FGB/SELE/ICOS/CD1D/PRKCQ/FUT3/CD6/FOXA2/HAVCR2/HLA-DRA/ELANE/RNASE10/ITGB2/LEP/HLA-DMB/SERPINF2/CHST4/IL12B/CARD11"	"1/112"	"248/22061"	0.717784266573578	"NCKAP1L"	1	249	0.794246831797235	0.795804295548967
"GOBP POSITIVE REGULATION OF CELL DEVELOPMENT"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT"	"GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT"	"TOX/KIT/IL6/WNT2/SOX4/ROBO2/SMAD7/SEMA7A/ID2/HES1/IL7R/PLXNA2/DSCAM/PRKDC/PTN/METRN/TNFSF4/GPR68/CRABP2/HAPLN1/PNP/FOXO3/SHTN1/MMP14/PLXNA4/MME/EGR3/PDE5A/LYN/LIF/IL15RA/VSIR/PTPRD/TRIB1/ACAN/BMP4/PLXNA3/CSF1/GLI3/FOS/LPAR3/NEURL1/TRAK1/ID4/SOX12/CD83/TENM4/SLC9B2/IL23R/CXCL12/PHF10/HDAC6/BCL2/MACF1/PRKCZ/IL4R/TRPV2/EGR2/AXL/RET/PLXNB3/HOXA11/PPARGC1B/SERPINE2/NRP1/CDH4/DUSP10/PDE3A/SPINT1/EVI2B/PARP6/IL33/ADA/LRP8/IL18/L1CAM/TGM2/S1PR2/TSPO/ARID1A/IL7/CAMK2B/ACE/CD74/BIN1/SERPINF1/PLXNB1/TNFSF9/INPP5D/PCID2/PLXNB2/ADAM8/RNF112/BAIAP2/ZMIZ1/ZBTB7B/MAPT/HAPLN3/HAP1/MDK/ITGB1/GATA3/SMARCC2/SMARCD3/NAP1L1/NEFL/RAB21/TRAF6/XRCC6/VEGFC/PBRM1/TRIM32/GAS6/NUMB/FGF2/RIPK2/SEMA4D/ROBO1/CREB1/DRD2/DICER1/ROR2/EFNA5/FZD4/MAN2A1/HIF1A/AURKA/AMBRA1/SIRT2/MTOR/IL1RL2/PLAG1/IL1B/AMIGO1/IL34/WNT10B/ZFYVE27/NPTN/GDI1/IL15/KLF10/FES/KITLG/SRRT/CDON/BCL6/SOCS1/RAG1/SMO/PLXND1/BRAF/ITPKB/CLCN2/LGALS3/SHB/SLITRK1/UFL1/SMARCE1/AP3D1/MYRF/DAG1/MEGF8/CAPRIN2/STAU2/SPEN/CTNNB1/RGS14/SHANK3/TGFB1/ACTB/RASGRP1/CUX1/SMARCD1/ADCY10/WDR62/DBN1/SLIT2/CBFB/HLX/RHEB/BDNF/PRKCI/PTPRC/CD46/SMARCA4/VEGFA/NUMBL/NTRK2/IL23A/KLHL25/TWF2/BNC1/HAX1/SART1/SMARCB1/PRKCH/ACTL6A/ZBTB1/PRMT5/TIAM2/HDAC2/NLRP3/ZNF488/LGALS9/NGF/RFX3/GPER1/BMPR2/PLXNA1/SNW1/XRCC2/MAP2K2/CUL7/PRKCA/AP3B1/GLI2/DCSTAMP/WNT3/NFKBID/ANXA1/ASPM/PAFAH1B1/LIMK1/SKIL/ZFP36L1/RIPK1/STK11/BMP2/MIR125B1/NIN/EPHA4/LGALS1/ISLR2/FADD/OBSL1/NEDD9/SMARCC1/ARID1B/ANAPC2/FAIM/SHOX2/ACIN1/HSF1/GRM5/ITPKA/RARA/SEMA5A/XBP1/LIG4/ZNF335/F11R/STAT5B/SOX8/TBC1D24/ZNF365/KAT5/CAPRIN1/XRCC5/PPP1CC/FZD3/RHOA/NKAP/MALT1/RND2/KDM1A/GJC2/SMURF1/CDKL3/STK25/PPP2R3C/IL6ST/CASP8/CD27/CDKL5/NFKBIZ/FN1/RB1/SOX13/RUFY3/ADD1/IL4I1/NIBAN2/PPP3CA/TNFRSF1B/NOTCH1/AGER/GOLGA4/ADNP/NRDC/KRAS/SLC7A5/RUNX3/ZBTB46/SOCS5/CYFIP1/RELA/MAP2K1/SOX11/ANKRD27/RUNX1/FOXP3/CLCF1/LEF1/TGFBR2/HLA-G/HMGB1/SMARCD2/MAP1B/FOXG1/NOTCH2/BRD7/TMEM64/FBXW8/CD4/MAP6/SMARCA2/ARID2/DHX36/ETV5/EEF2K/EPHB2/BAD/CTNNBIP1/DISC1/RELN/TIAM1/IST1/EIF4G2/SS18L1/HCLS1/PLXNC1/GFAP/BTN2A2/MECP2/SRF/RPTOR/MAP3K13/ZAP70/HDAC1/MYB/NTN1/VCAN/RASSF10/CLDN5/SHH/ASCL1/IL36B/CXCR4/OLIG2/NKX6-1/ZBTB16/POU4F1/IHH/TNF/CX3CL1/CX3CR1/CUX2/BCAN/DMRTA2/CCR1/PTPRZ1/TESC/PLA2G3/LRP2/WNT3A/NCKAP1L/DCT/CHODL/PAX6/VNN1/HLA-DRB1/TRPC5/MPL/ELL3/ASPA/LTA/MYOD1/TTBK1/IL1RAPL1/HLA-DRA/GSX2/ACTN3/TP73/BTK/PROC/GPRASP3/IL20/IL12B/CD101"	"1/112"	"388/21921"	0.862295530389704	"NCKAP1L"	1	389	0.504441273932253	0.887953633313096
"GOBP POSITIVE REGULATION OF CELL DIVISION"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION"	"GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION"	"TGFA/LBH/FGF9/PTN/PGF/CENPV/PDGFD/NKX3-1/IGF2/CDC25B/FGF1/CDC14A/PDGFA/IL1A/HTR2B/CSPP1/MDK/CIT/CDC6/VEGFC/EREG/FGF2/DRD2/SIRT2/IL1B/NUP62/CHMP3/BIRC5/ZNF16/FGF5/ITGB1BP1/TGFB1/PKP4/TGFB2/KIF23/RACGAP1/KIF14/INCENP/KIF3B/VEGFA/TGFB3/ECT2/AURKB/THBS4/KIF20B/SPAST/IGF1R/CDCA8/GAREM1/RHOA/YBX1/PDGFC/WNK1/CUL3/CDC14B/CDC42/FGF7/CAT/MAP10/POLDIP2/SVIL/AURKC/GIPC1/PRKCE/VEGFB/PKN2/PROK1/SHH/FGFR2/RXFP3/FGF3/PDGFB/GKN1/VEGFD"	"1/112"	"73/22236"	0.31236129340238	"PDGFA"	1	74	2.71966731898239	0.603643531871064
"GOBP POSITIVE REGULATION OF CELL JUNCTION ASSEMBLY"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY"	"GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY"	"CLSTN2/EPHB1/SMAD3/FLRT2/AMIGO2/TEK/PTPRD/ABL1/AGT/SYNDIG1/SRPX2/NRP1/AGRN/FLRT3/CNTNAP2/DLG5/ADGRB1/CLSTN3/CLDN1/SLITRK6/S100A10/LRRN1/GRID2/NPHP1/NLGN2/FLOT1/SEMA4D/SFRP1/EPHA2/EFNA5/IL1RAP/THY1/NRXN1/AMIGO1/KDR/LRRN3/CBLN2/EPB41L5/SDC4/LIMS1/SLITRK1/ADGRB3/ITGB1BP1/STAU2/RAC1/ST8SIA2/BDNF/FERMT2/MYOC/VEGFA/NTRK2/FMN1/ROCK1/PTPRJ/SEMA4A/COL16A1/LINGO2/GHRL/LRRTM2/OXTR/ASIC2/IRX3/ADNP/NPHP4/TPBG/NLGN1/PPM1F/EPHB3/WNT4/POLDIP2/NLGN3/EEF2K/EPHB2/VSTM5/CLSTN1/CAV1/TSC1/MAP4K4/TBX5/THBS2/CLDN3/NTRK1/CLDN5/CUX2/HOPX/IL1RAPL1/CRB3/LRRC4B/GPRASP3"	"1/112"	"88/22221"	0.362724816374914	"AGT"	1	89	2.25456574675325	0.625122626054313
"GOBP POSITIVE REGULATION OF CELL PROJECTION ORGANIZATION"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION"	"GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION"	"PLEK2/TOX/KIT/NDNF/ROBO2/SEMA7A/TENM3/F2RL1/TENM2/PLXNA2/DSCAM/PTN/METRN/WASHC1/ENPP2/ENC1/CRABP2/SHTN1/DPYSL3/TMEM106B/ITGA2/PLXNA4/ZNF804A/RIPOR2/PLCE1/LYN/TWF1/PTPRD/GRN/IFT88/PLXNA3/RALA/P2RX7/RHOQ/DOCK11/LPAR3/ABL2/CARMIL2/NEURL1/TRAK1/SCN1B/ABL1/ROR1/DDR1/CXCL12/HDAC6/AKIRIN1/MACF1/VLDLR/ATP8A2/APC/TRPV2/RET/PLXNB3/MNS1/NRP1/AGRN/DVL1/EPHA3/FNBP1L/CDH4/PARP6/CARMIL1/ZMYND10/RAC2/LRP8/L1CAM/NDEL1/CAMK2B/SRC/SERPINF1/PLXNB1/CDC42EP4/MARK2/ABI2/PLXNB2/MARK4/EPS8L2/FZD1/PPP2R5B/APOE/SCARB2/FAM98A/BAIAP2/CORO1B/MAPT/AUTS2/HAP1/CAMK1D/MDK/BMP7/EZH2/CNTN1/PLEKHM1/CCDC88A/FLNA/FBXO38/SHOC2/NEFL/AVIL/TRIM67/RAB21/ATP1B2/KATNB1/ROBO3/SERPINI1/ANLN/SNX3/SEMA4D/CENPJ/ROBO1/PRKD1/ROR2/GRIP1/SF3A2/MUSK/EFNA5/FZD4/WNT5A/MTOR/IFT20/ALK/PTK2B/AMIGO1/ZFYVE27/NPTN/GDI1/TENM1/NCKIPSD/FES/NDRG4/WASL/CEP135/CCP110/PLXND1/NTRK3/BRAF/DVL3/STMN2/BRK1/DVL2/CFLAR/SLITRK1/WASHC5/MEGF8/CAPRIN2/STAU2/ZMYND8/RGS2/CUX1/RAC1/ADCY10/PALM/CROCC/DBN1/SLIT2/GPC2/FEZ1/BDNF/PRKCI/PIK3CA/MYO3B/VEGFA/DAB2IP/ATF1/WASF2/NTRK2/FYN/TGFB3/TWF2/NCKAP1/PPP1R35/ARAP1/ATMIN/TIAM2/RAPGEF1/SETX/DNM3/EPS8/NGF/BMPR2/PLXNA1/NFE2L2/MAP2K2/CUL7/WNT3/SCARF1/MIEN1/FUZ/LTK/PAFAH1B1/ARSB/RAPGEF2/LIMK1/PTK6/SAXO1/SKIL/EPS8L1/FKBP1B/PTK7/RREB1/STK11/EHD1/RGMA/LRRC7/NIN/KCTD17/EPHA4/KAT2A/ISLR2/OCLN/PFN1/OBSL1/NEDD9/RAP1A/TAPT1/IGF1R/HRAS/ANAPC2/SHOX2/RETREG3/ITPKA/CDC42EP3/SEMA5A/DDR2/HTT/CORO1C/TUBB2B/TBC1D24/CNTF/WRAP73/CAPRIN1/RND2/KDM1A/CCR7/SMURF1/CDKL3/STK25/ENTR1/CDKL5/GSK3B/MAGI2/FN1/DZIP1/ACTR2/ATP7A/RUFY3/TMEM30A/DEF8/P3H1/CBFA2T2/FSCN1/DLG4/STYXL1/GOLGA4/ADNP/NRDC/CAMK1/CEP120/CDC42EP1/KAT2B/ACTR3/ARPC2/CYFIP1/NLGN1/TGFBR1/CDC42/MAP2K1/ANKRD27/PROM2/DDX56/SEPTIN7/ITGA6/BBS4/NEGR1/MAP1B/SEPTIN9/FBXW8/KIDINS220/MAP6/NCK1/DHX36/EEF2K/ARHGEF7/EP300/EPHB2/DISC1/C15orf62/RELN/HSP90AA1/TIAM1/IST1/EIF4G2/FMR1/CDC42EP5/STK24/RAB8B/SS18L1/PLXNC1/PIK3R1/AP2A1/PUM2/SRF/MAP3K13/ARHGAP35/NTN1/ITGA3/NTRK1/WNT1/CNR1/PLK5/ATOH7/CX3CL1/RP1/CUX2/PLA2G3/WNT3A/CHODL/PACSIN1/BMP5/ELAVL4/TRPC5/TNN/P2RY12/PLPPR5/MSTN/ALKAL1/IL1RAPL1/ZDHHC15/FRMD7/GPRASP3/MYO3A"	"3/110"	"329/21980"	0.234836341503221	"ZMYND10/APOE/GRIP1"	3	332	1.8220502901354	0.547768499565924
"GOBP POSITIVE REGULATION OF CHEMOTAXIS"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS"	"GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS"	"RARRES2/TNFSF18/IL6/THBS1/F2RL1/SMAD3/FGF10/DSCAM/PTN/PGF/DAPK2/CCL7/STX3/ITGA2/RIPOR2/SERPINE1/CSF1/PDGFD/LGMN/CXCL12/AKIRIN1/NRP1/RAC2/CCL26/CCL5/PDGFRB/CD74/SCG2/CAMK1D/MDK/IL16/VEGFC/GAS6/F3/FGF2/TMSB4X/CMKLR1/NTF3/FGF18/PRKD1/IL6R/WNT5A/TRPV4/PTK2B/IL34/KDR/LPAR1/CCR4/P2RX4/NTRK3/MAPK3/MEGF8/TGFB1/EDN1/MOSPD2/RAC1/CDH13/SLIT2/DNM1L/IL12A/VEGFA/IL23A/PRKD2/S1PR1/PDGFRA/MET/LGALS9/THBS4/BMPR2/F7/SWAP70/OXSR1/CXCL8/NEDD9/TMEM102/CSF1R/HSPB1/ZNF580/SEMA5A/C3AR1/PTK2/CCR7/STK39/C1QBP/MAPK1/C5AR1/WNK1/AGER/TPBG/ARTN/GPSM3/CREB3/TIRAP/PPM1F/ANO6/ADAM17/ADAM10/CALR/MCU/HMGB1/VEGFB/FGFR1/TIAM1/STX4/CXCR4/CX3CR1/CCR1/NCKAP1L/PDGFB/EDN2/XCL1/P2RY12/MSTN/CCL3/S100A14/VEGFD/SMOC2/CXCL10/FGF16"	"2/111"	"117/22192"	0.1211190316916	"NCKAP1L/IL16"	2	119	3.41757141757142	0.51442749277187
"GOBP POSITIVE REGULATION OF CHOLESTEROL EFFLUX"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX"	"GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX"	"PPARG/PLTP/ABCA8/ZDHHC8/APOE/EEPD1/NR1H3/PTCH1/NFKBIA/ABCA3/SIRT1/NR1H2/ABCA1/ABCA12/RXRA/CES1/LRP1/ABCA7/CAV1/GPS2/ABCG4/ABCG1/APOA1"	"1/112"	"22/22287"	0.10975912127523	"APOE"	1	23	9.0450487012987	0.51442749277187
"GOBP POSITIVE REGULATION OF CHOLESTEROL METABOLIC PROCESS"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS"	"GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS"	"FGF1/APOE/SREBF1/SCAP/SREBF2/PRKAA1/LDLRAP1/CES1/STARD4/ABCG4/ABCG1/APOA1/CYP7A1"	"1/112"	"12/22297"	0.063587584985298	"APOE"	1	13	16.5900297619048	0.51442749277187
"GOBP POSITIVE REGULATION OF CILIUM ASSEMBLY"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_CILIUM_ASSEMBLY"	"GOBP_POSITIVE_REGULATION_OF_CILIUM_ASSEMBLY"	"IFT88/MNS1/ZMYND10/MARK4/HAP1/CCDC88A/CENPJ/IFT20/CEP135/CCP110/CROCC/PPP1R35/ATMIN/FUZ/SAXO1/KCTD17/TAPT1/HTT/WRAP73/ENTR1/GSK3B/DZIP1/CEP120/SEPTIN7/BBS4/SEPTIN9/ARHGAP35/RP1"	"1/112"	"27/22282"	0.131991393052437	"ZMYND10"	1	28	7.36838624338624	0.516996248033809
