"source"	"ID"	"Description"	"Genes"	"GeneRatio"	"BgRatio"	"pvalue"	"geneID"	"Count"	"Total"	"OddsRatio"	"fdr"
"GOBP TRANSMISSION OF NERVE IMPULSE"	"go_bp"	"GOBP_TRANSMISSION_OF_NERVE_IMPULSE"	"GOBP_TRANSMISSION_OF_NERVE_IMPULSE"	"GRIA1/ITGA2/SCN1B/GBA1/JAM3/CNTNAP2/KCNQ3/SCN8A/SPTBN4/KCNMB3/MTOR/GPR35/P2RX4/NPR2/ANK3/TYMP/KCNMB4/NTRK2/KCNJ8/S1PR1/GPER1/PAFAH1B1/FKBP1B/SCN1A/GHRL/SCN11A/CNTNAP1/NRCAM/GRIK2/PLEC/MYH14/SOD1/FMR1/CHRM5/CACNA1I/CACNG7/AVPR1A/OTOA/CACNG4/FGF12/HCN1/GPR88/KCNA2/CACNB4/TNR"	"1/540"	"44/21837"	0.667185634567287	"CACNG7"	1	45	0.919065656565657	0.809859447645335
"GOBP TRANSPORT ALONG MICROTUBULE"	"go_bp"	"GOBP_TRANSPORT_ALONG_MICROTUBULE"	"GOBP_TRANSPORT_ALONG_MICROTUBULE"	"NETO1/SYNE2/SYBU/IFT122/IFT88/DST/KIF17/CDR2L/TRAK1/IFT81/APP/HDAC6/RAB1A/DAW1/DYNC2I2/PRKCZ/DYNC1I1/BLOC1S2/NEFH/BAG3/MGARP/AP3B2/IFT172/ARMCX3/NDEL1/DYNC1I2/ARL8B/RAB6A/BORCS7/SUN2/LAMP1/IFT57/MAK/HNRNPU/RABGEF1/MAPT/HAP1/KIF13A/BLOC1S3/TRIM58/BICD1/NEFL/BORCS8/RAB21/BLOC1S6/DYNC1H1/IFT22/UBB/APBA1/PURA/HIF1A/MAPK8IP3/COPG1/CLIP3/MREG/IFT20/TUB/IFT27/PCM1/ARHGAP21/RAB27B/DYNC2H1/AP3S1/KIF1B/RHOT2/SSX2IP/BORCS6/ARL8A/AP3D1/DYNC2LI1/STAU2/RASGRP1/MAP1A/CEP131/COPG2/FEZ1/NDE1/BICD2/KIF3B/KLC3/TTC21A/IFT140/BLOC1S1/HSBP1/KIF3A/KIF4A/IFT46/SPG11/DCTN1/TMEM108/DYNLT2B/TUBA1A/UCHL1/SSNA1/AP3B1/FUZ/SPAST/BLOC1S4/PAFAH1B1/DLG2/SPAG17/WDR19/TTC21B/WDR35/STK11/IFT80/SNAPIN/BORCS5/IFT25/DYNC2I1/PEX14/HSPB1/HTT/MAP2/LCA5L/MAP1S/ACTR10/TRIM46/HSPA8/IFT43/KIF1C/RHOT1/ARL3/WDPCP/TRAK2/KIF5A/TERF2/DYNLL1/OPA1/CLUAP1/TRAF3IP1/IFT52/LCA5/SPG7/CLN3/BICDL1/LRPPRC/KIF5C/AGTPBP1/CDC42/INTU/AP3M1/BLOC1S5/RPGR/AP3M2/SOD1/CILK1/FYCO1/AP3S2/KXD1/MAP1B/STAU1/UXT/FBXW11/SUN1/TMEM201/DTNBP1/FLOT2/BBS12/RABL2B/MECP2/IFT74/KIFAP3/KIF5B/KIF1A/BICDL2/CALY/CAMSAP3/CCDC38"	"1/540"	"168/21713"	0.984130868581586	"MAK"	1	169	0.239340828924162	0.991196423535505
"GOBP TRANSPOSITION"	"go_bp"	"GOBP_TRANSPOSITION"	"GOBP_TRANSPOSITION"	"L1TD1/APOBEC3G/MYBL1/MOV10/TUT7/APOBEC3F/ZNF93/TDRD9/APOBEC3C/TDRD1/APOBEC3B/APOBEC3H/SIRT6/PGBD5/MOV10L1/PIWIL4/PIWIL2/SMYD5/TUT4/UBR2/ZNF91/TDRD12/SPOCD1/THAP9/SIRT7/TEX15/DDX4/MAEL/BTBD18"	"2/539"	"27/21854"	0.154325061532647	"APOBEC3H/PIWIL2"	2	29	3.003367003367	0.569726354981425
"GOBP TRIGLYCERIDE BIOSYNTHETIC PROCESS"	"go_bp"	"GOBP_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS"	"GOBP_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS"	"SIK1/MFSD2A/GPAT2/GK/LDLR/PCK2/SREBF1/NR1H3/CTDNEP1/PNPLA3/C3/GPAT4/ACSL1/SIRT1/LPIN3/GNPAT/AGMO/LPIN1/SCARB1/NR1H2/DGAT2/CNEP1R1/LPIN2/FBXW7/SLC27A1/LPGAT1/KAT5/GPAT3/GPLD1/DGAT1/GPAM/RGN/AGPAT2/FITM2/PLIN5"	"1/540"	"34/21847"	0.574927129426351	"MFSD2A"	1	35	1.18992374727669	0.766024947209701
"GOBP TRIGLYCERIDE METABOLIC PROCESS"	"go_bp"	"GOBP_TRIGLYCERIDE_METABOLIC_PROCESS"	"GOBP_TRIGLYCERIDE_METABOLIC_PROCESS"	"PCSK9/CPS1/SIK1/MFSD2A/ABHD5/PLAAT3/SLC22A4/GPAT2/GK/LDLR/APOE/PCK2/PNPLA2/INSIG1/DAGLB/SREBF1/NR1H3/CTDNEP1/LIPG/PNPLA3/MBOAT7/LMF1/PANK2/SORL1/C3/GPAT4/ACSL1/SIRT1/LPIN3/GNPAT/ATG14/AGMO/LPIN1/SCARB1/SEL1L/MGLL/CETP/APOC1/NR1H2/DGAT2/SLC27A5/GPX1/CNEP1R1/LPIN2/DDHD2/INSIG2/GK5/FBXW7/GNB3/SLC27A1/LPGAT1/TBL1XR1/PTPN11/KAT5/LIPA/GPAT3/LIPC/GPLD1/LIPE/DGAT1/CAT/GPAM/PLB1/TNXB/CPT1A/RGN/AGPAT2/CAV1/FITM2/PNPLA4/PNPLA5/LIPF/PLIN5/CIDEC/PNPLA1/APOB/APOBR/CAV3/MTTP"	"2/539"	"77/21804"	0.571570065017001	"APOE/MFSD2A"	2	79	1.05071922511626	0.766024947209701
"GOBP TRNA CATABOLIC PROCESS"	"go_bp"	"GOBP_TRNA_CATABOLIC_PROCESS"	"GOBP_TRNA_CATABOLIC_PROCESS"	"SLFN13/EXOSC9/EXOSC8/EXOSC2/DICER1/ZCCHC7/TRDMT1/EXOSC10/ANG/TRNT1/METTL1/EXOSC7/EXOSC3/NSUN2/ELAC2/POP1"	"1/540"	"15/21866"	0.323562630196036	"SLFN13"	1	16	2.69950617283951	0.654231646230283
"GOBP TRNA METABOLIC PROCESS"	"go_bp"	"GOBP_TRNA_METABOLIC_PROCESS"	"GOBP_TRNA_METABOLIC_PROCESS"	"TRMT9B/WARS1/AARS2/SLFN13/EXOSC9/DARS2/EXOSC8/TP53RK/AARSD1/MARS1/THUMPD2/AARS1/RPP25L/LARS1/EXOSC2/FAM98A/TSEN15/METTL8/PRORSD1P/TARS1/BCDIN3D/DUS2/EPRS1/OSGEPL1/LSM6/TYW1B/TARBP1/KTI12/CDKAL1/DTWD2/DICER1/PUSL1/ADAT1/GTF3C2/DUS3L/ALKBH1/GRSF1/ZCCHC7/TRMT2A/NARS2/TSEN2/YARS1/METTL2B/HSD17B10/RPP21/TRDMT1/URM1/ELP6/GTPBP3/TYW1/RPP25/EXOSC10/CDK5RAP1/TRMO/CARS1/PARS2/TSEN54/GON7/MARS2/SARS2/GTF3C6/POLR3D/NSUN3/TRMT61B/IARS1/NARS1/THADA/CTU1/GARS1/ELP5/WDR4/LCMT2/ELP2/TYW5/OSGEP/SSB/KARS1/CARS2/RPP30/GTF3C3/FARSB/ANG/HARS1/POLR3E/PUS10/DPH3/GATB/TRMT10B/TRPT1/EARS2/HARS2/TRMT6/NSUN6/ALKBH8/MTFMT/TRMT10C/YRDC/GATC/TRMT1L/RTRAF/ADAT3/TRMT44/TRNT1/VARS2/ADAT2/LAGE3/FAM98B/RARS2/MTO1/TRMT5/SARS1/YARS2/METTL1/QARS1/ELAC1/LARS2/FARS2/TRIT1/DUS4L/TSEN34/TYW3/PRORP/VARS1/PUS7/RTCB/EXOSC7/TPRKB/NAT10/QTRT2/DDX1/TRMT61A/SEPSECS/DTWD1/WARS2/AKT1/TRMT10A/PUS3/TARS3/METTL2A/PTCD1/THUMPD1/POP4/DUS1L/TRMT2B/RARS1/EXOSC3/RPP14/ELP3/RPUSD4/NSUN2/TRUB1/POP5/THUMPD3/BRF1/TRMT13/TRUB2/QRSL1/C2orf49/GTF3C1/FTSJ1/GTF3C5/POP7/ELP1/TRMT12/ZBTB8OS/POLR2F/IARS2/MOCS3/CLP1/TRMT11/METTL6/PUS1/ELP4/ANKRD16/RPP38/POLR2L/TRMT112/LRRC47/DALRD3/TARS2/ELAC2/THG1L/TRMU/RPP40/DTD2/CTU2/GTF3C4/DTD1/WDR6/FARSA/QTRT1/TRMT1/DARS1/POP1/PNPT1"	"1/540"	"194/21687"	0.99163457879368	"SLFN13"	1	195	0.207016036655212	0.995351096806195
"GOBP TROPHECTODERMAL CELL DIFFERENTIATION"	"go_bp"	"GOBP_TROPHECTODERMAL_CELL_DIFFERENTIATION"	"GOBP_TROPHECTODERMAL_CELL_DIFFERENTIATION"	"JUNB/ADA/TEAD4/CITED2/CNOT1/BYSL/CTR9/CUL3/CNOT2/SP3/YAP1/SRF/CNOT3/HAND1/HOPX"	"1/540"	"14/21867"	0.306826481972129	"JUNB"	1	15	2.89246031746032	0.64335289387181
"GOBP TROPHOBLAST GIANT CELL DIFFERENTIATION"	"go_bp"	"GOBP_TROPHOBLAST_GIANT_CELL_DIFFERENTIATION"	"GOBP_TROPHOBLAST_GIANT_CELL_DIFFERENTIATION"	"LIF/SNAI1/E2F8/GJB5/NR2F2/E2F7/PLK4/PRDM1/HECTD1/SOX15/HAND1"	"1/540"	"10/21871"	0.23564581221024	"E2F8"	1	11	4.05018518518519	0.63625123208
"GOBP TUBE FORMATION"	"go_bp"	"GOBP_TUBE_FORMATION"	"GOBP_TUBE_FORMATION"	"GREM1/PODXL/GDNF/ATOH8/FGF10/CTHRC1/IFT122/IRX2/ADM/SOX9/BMP4/RALA/PRICKLE1/ABL1/CELSR1/RET/BCL2L11/DVL1/SPINT1/PROX1/IFT172/MTHFD1L/SDCCAG8/TGM2/MKS1/TULP3/SIX4/OSR1/CEP290/SIX1/IFT57/MMRN2/PLXNB2/FZD1/MTHFD1/GDF7/CITED2/NOG/GATA3/BMP7/FZD6/TRAF6/PTCH1/FGF2/SFRP1/HIF1A/WNT5A/SETD2/SUFU/BRD2/LIAS/SDC4/RPS7/DVL3/DVL2/TWIST1/HS2ST1/TMED2/SEC24B/ITGB1BP1/CTNNB1/TGFB1/BCL10/TGFB2/IRX1/VEGFA/DAB2IP/TEAD2/CASP3/SKI/KIF20B/FOLR1/PIK3CD/FUZ/MED12/PTK7/RGMA/TSC2/KAT2A/SCRIB/PFN1/LMO4/DEAF1/VASP/RARA/HOXA1/TCTN1/APAF1/LUZP1/SOX8/STK4/STK3/FZD3/PRKACB/OPA1/CLUAP1/HECTD1/TCAP/IFT52/GRHL3/RARG/SPINT2/NOTCH1/IRX3/MTHFR/PHACTR4/GLMN/SFRP2/WNT4/SEMA4C/NPHP3/STIL/SALL4/PRKACA/EGF/FZD2/BBS4/CDK20/PAX8/DLC1/CC2D2A/NFIB/KDM2B/MIB1/TSC1/ARHGAP35/HAND1/SHH/FGFR2/WNT9B/TRIM71/HES5/EDA/ST14/LRP2/BMP5/HESX1/LHX2/GRHL2"	"7/534"	"132/21749"	0.0518171110974498	"SOX9/PODXL/BCL2L11/EDA/WNT4/RET/IRX2"	7	139	2.15984281012371	0.375069310302425
"GOBP TUMOR NECROSIS FACTOR MEDIATED SIGNALING PATHWAY"	"go_bp"	"GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY"	"GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY"	"TNFSF18/CPNE1/SPHK1/F2RL1/TNFRSF25/CASP1/FOXO3/CYLD/HSPA1A/TP53/CARD8/KRT18/TRAF1/TNFRSF13C/MIB2/HSPA1B/TNFRSF19/TNFAIP3/TNFRSF14/TRAF5/MMP8/TRADD/RFFL/TRAF3/TRAF6/TRIM32/GAS6/TMSB4X/RRAGA/NFKBIA/ILK/H2BC11/PTK2B/ACTN4/BIRC2/FAS/CASP4/LIMS1/EIF5A/CARD14/EDA2R/PIAS3/ULK1/TXNDC17/PPP2CB/TRAF2/PRKN/GSTP1/COMMD7/TRAIP/NKIRAS1/RIPK1/KRT8/XIAP/TRAF3IP2/PELI3/PTPN2/PYCARD/STAT1/CARD16/ZNF675/SPATA2/SHARPIN/TNFSF13B/CASP8/EXT1/TNFRSF1B/CLDN18/SPPL2A/LAPTM5/HIPK1/JAK2/NAIP/OTULIN/UBE2K/RELA/ADAM17/PIAS4/TNFRSF1A/NKIRAS2/BIRC3/MIR27B/IKBKB/MAPKAPK2/CHUK/GPS2/SPPL2B/TNFRSF11A/CD70/TNF/TNFRSF18/APOA1/ST18/NR1H4/CCDC3"	"3/538"	"92/21789"	0.402977159520469	"H2BC11/HSPA1B/HSPA1A"	3	95	1.32065217391304	0.681107694748883
"GOBP TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION"	"go_bp"	"GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION"	"GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION"	"IL6/CLU/THBS1/TLR3/BCL3/ACP5/SPON2/GPNMB/VSIR/PTPN22/LY96/CD36/CYBA/NFATC4/ISL1/APP/AXL/ANGPT1/NOD1/TNFAIP3/IL33/CD274/TSPO/MMP8/IL1A/AKAP12/RAD21/ADAM8/HLA-E/GAS6/OAS1/OAS3/TICAM1/IL27RA/UBE2J1/RIPK2/ARHGEF2/SELENOK/DICER1/WNT5A/OAS2/FRMD8/ARRB2/SIRPA/RIGI/SETD4/SELENOS/TWIST1/ZFP36/DHX9/TGFB1/RASGRP1/BCL10/STAT3/TLR1/POMC/TNFRSF8/PTPRC/FZD5/IL23A/ARFGEF2/TMEM106A/GSTP1/PTPRJ/HDAC2/LGALS9/ARG2/IRAK3/TLR4/MYD88/MAVS/RIPK1/MIR125B1/GHRL/FOXP1/FADD/IFIH1/NLRC3/ZBTB20/HSPB1/PARK7/RARA/PTPN6/PTPN11/CD47/IFNGR1/TRIM27/LRRK2/PSEN1/PYCARD/ARID5A/CD14/CARD9/ILRUN/ELF4/AGER/JAK2/TIRAP/SPHK2/MC1R/FOXP3/NFKBIL1/HMGB1/SYT11/CACTIN/MIR27B/DDT/EPHB2/MAPKAPK2/ZC3H12A/AKAP8/FXR1/PIK3R1/PTAFR/IL37/CHRNA7/CX3CL1/CX3CR1/C5AR2/CCL3/HAVCR2/GPR18/LTF/LEP/BTK/NR1H4/IL12B/MIR98"	"2/539"	"126/21755"	0.818078074302693	"IL23A/SPON2"	2	128	0.6406631916836	0.89559940798801
"GOBP TYPE 2 IMMUNE RESPONSE"	"go_bp"	"GOBP_TYPE_2_IMMUNE_RESPONSE"	"GOBP_TYPE_2_IMMUNE_RESPONSE"	"IL6/TNFSF4/BCL3/PRKCZ/IL4R/STAT6/IL33/IL18/CD74/GATA3/IL27RA/KMT2A/RSAD2/DENND1B/BCL6/ECM1/HLX/CD81/NLRP3/ARG2/ANXA1/NDFIP1/IFNB1/MEN1/RARA/TRAF3IP2/SOCS5/MYB/TBX21/XCL1"	"2/539"	"28/21853"	0.162847478876811	"TBX21/RSAD2"	2	30	2.89597137556321	0.585773715227209
"GOBP TYPE B PANCREATIC CELL DEVELOPMENT"	"go_bp"	"GOBP_TYPE_B_PANCREATIC_CELL_DEVELOPMENT"	"GOBP_TYPE_B_PANCREATIC_CELL_DEVELOPMENT"	"BMAL1/BMP4/PDPK1/BMP6/WNT5A/BHLHA15/SMO/CDH2/RHEB/GDF11/RFX3/DLL1/GSK3B/GSK3A/AKT1/CDK6/BAD/CLOCK/SIDT2/INSM1/NKX6-1/BMP5"	"2/539"	"20/21861"	0.0977865329385552	"BMP6/DLL1"	2	22	4.05584415584416	0.462799514927354
"GOBP TYPE B PANCREATIC CELL DIFFERENTIATION"	"go_bp"	"GOBP_TYPE_B_PANCREATIC_CELL_DIFFERENTIATION"	"GOBP_TYPE_B_PANCREATIC_CELL_DIFFERENTIATION"	"BMAL1/BMP4/PDPK1/BMP6/WNT5A/BHLHA15/SMO/VHL/CDH2/RHEB/GDF11/RFX3/DLL1/GATA6/GSK3B/GSK3A/AKT1/CDK6/BAD/CLOCK/SIDT2/INSM1/NKX6-1/ONECUT1/PAX6/BMP5"	"2/539"	"24/21857"	0.129342527864365	"BMP6/DLL1"	2	26	3.37925170068027	0.523616294145383
"GOBP TYPE B PANCREATIC CELL PROLIFERATION"	"go_bp"	"GOBP_TYPE_B_PANCREATIC_CELL_PROLIFERATION"	"GOBP_TYPE_B_PANCREATIC_CELL_PROLIFERATION"	"IGFBP5/IGFBP3/PTPRN/DACH1/SGPP2/SFRP1/SERPINB1/IGFBP4/NR4A3/BTBD10/FMC1/WDR13/CCN3/NR4A1/NUPR1/IRS2/CDK4/NR1D1/MAP2K1/RASGRF1/BAD/SIDT2/RAF1/NKX6-1/WNT3A/ANGPTL8"	"1/540"	"25/21856"	0.470266418601513	"NR4A3"	1	26	1.61896296296296	0.716341711065179
"GOBP TYPE II INTERFERON PRODUCTION"	"go_bp"	"GOBP_TYPE_II_INTERFERON_PRODUCTION"	"GOBP_TYPE_II_INTERFERON_PRODUCTION"	"F2RL1/TNFSF4/TLR3/BCL3/INHBA/VSIR/PTPN22/HLA-DPA1/BTN3A2/PDE4B/ABL1/BTN3A1/ISL1/IL23R/AXL/CD276/IL33/EBI3/CD274/IL18/DDIT3/RIPK3/GATA3/ZFPM1/ZP3/GAS6/IL27RA/RIPK2/IL12RB2/WNT5A/IL1B/IL1RL1/CD160/SIRPA/PDE4D/ISG15/CEBPG/RASGRP1/TXK/IL12A/FZD5/IL23A/PDCD1LG2/HLA-A/LGALS9/IL1R1/TLR4/TYK2/SCRIB/FADD/HRAS/RARA/CD47/TRIM27/HSPD1/PYCARD/CCR7/C1QBP/ARID5A/CD14/CD226/LAPTM5/JAK2/SLC7A5/HLA-DPB1/FOXP3/CYRIB/HMGB1/SLC11A1/INHA/PRNP/ZC3H12A/IL20RB/CRTAM/NLRP6/TNF/CD96/IL36RN/TLR7/HLA-DRB1/XCL1/IRGM/LTA/HAVCR2/NR1H4/IL12B/IL18R1"	"2/539"	"85/21796"	0.624161131078834	"IL23A/IL1RL1"	2	87	0.951478773327513	0.78513180707013
"GOBP TYPE I INTERFERON PRODUCTION"	"go_bp"	"GOBP_TYPE_I_INTERFERON_PRODUCTION"	"GOBP_TYPE_I_INTERFERON_PRODUCTION"	"TLR3/XAF1/CYLD/PTPN22/POLA1/MORC3/RIOK3/NMI/TRIM56/MMP12/RELB/PQBP1/HMGB2/IRF3/NMB/DTX4/ARRDC4/TRAF3/TRAF6/OAS1/OAS3/POLR3A/TICAM1/RAB2B/FLOT1/RIPK2/POLR3B/OAS2/RNF26/SETD2/ATG12/POLR3G/SIRPA/RIGI/BANF1/TANK/ISG15/TOMM70/DHX9/RNF216/GPATCH3/POLR3D/REL/POLR3C/OTUD5/TRIM65/NPLOC4/TRAIP/PTPRS/TLR4/MYD88/MAVS/ZCCHC3/RBX1/STING1/IRF1/IFIH1/NLRC3/ZBTB20/XIAP/IRAK1/KLHL22/PTPN11/TRIM27/IRF5/HSPD1/TBK1/PYCARD/STAT1/CD14/TRAF3IP1/CUL3/DHX33/ILRUN/G3BP1/CGAS/UFD1/TIRAP/ITCH/TRIM38/DDX56/TICAM2/DDX3X/TRIM21/RNF125/PPM1B/RNF135/CACTIN/GAPDH/IRF7/POLR3F/DHX36/ATG5/DHX58/HSP90AA1/CHUK/YY1/ZC3HAV1/IKBKE/NLRX1/GARIN5A/SIGLEC1/TLR7/IRGM/HAVCR2/TRIM15"	"1/540"	"105/21776"	0.925361112988209	"RNF125"	1	106	0.384056437389771	0.959435966034935
"GOBP TYROSINE METABOLIC PROCESS"	"go_bp"	"GOBP_TYROSINE_METABOLIC_PROCESS"	"GOBP_TYROSINE_METABOLIC_PROCESS"	"SLC45A2/GSTZ1/FAH/PCBD2/HGD/PCBD1/IL4I1/THAP4/DCT/OCA2/HPD/TTC36"	"1/540"	"11/21870"	0.254097269779928	"SLC45A2"	1	12	3.68181818181818	0.638740015610547
"GOBP TYROSINE PHOSPHORYLATION OF STAT PROTEIN"	"go_bp"	"GOBP_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN"	"GOBP_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN"	"TNFSF18/KIT/IL6/HES1/LYN/LIF/FGFR3/PARP9/CRLF1/ISL1/IL23R/SOCS3/IL18/CCL5/ERBB4/OSBP/GHR/TSLP/PARP14/CTF1/IL6R/PPP2CA/IL15/JAK3/SOCS1/IL12A/VEGFA/IL23A/FYN/HDAC2/PIBF1/IL31RA/PTK6/CSF2/ARL2BP/CSF1R/HSF1/GGNBP2/CNTF/PTPN2/JAK1/INPP5F/IL6ST/PPP2R1A/NF2/CD40/JAK2/HPX/CLCF1/TNFRSF1A/FER/CNOT7/CAV1/HCLS1/HES5/TNF/FLT3/TNFRSF18/LEP/IL20/IL12B"	"1/540"	"60/21821"	0.775051078509268	"IL23A"	1	61	0.673487654320988	0.873155058236444
"GOBP T CELL ACTIVATION"	"go_bp"	"GOBP_T_CELL_ACTIVATION"	"GOBP_T_CELL_ACTIVATION"	"TNFSF18/APBB1IP/TOX/KIT/IL6/SOX4/SMAD7/FZD8/HES1/F2RL1/IL7R/SMAD3/LOXL3/CCL2/PRKDC/TNFSF4/USP44/BCL3/TCF7/LRRC32/PNP/CADM1/FOXO3/MAFB/IGFBP2/EGR3/RIPOR2/MICB/PDE5A/LYN/GPNMB/CEBPB/FKBP1A/TP53/VSIR/BMP4/JUNB/RORA/PTPN22/LCP1/HLA-DPA1/GLI3/P2RX7/SFTPD/DUSP3/CD151/ABL2/GPR89B/ABL1/BTN3A1/EGR1/SOX12/CBLB/IGF2/TNFRSF13C/LFNG/CD83/IL23R/PHF10/BCL2/RUNX2/FANCD2/SH3RF1/PRKCZ/IL4R/GBA1/SOS2/DOCK8/CD276/PDPK1/DUSP10/SOCS3/DPP4/STAT6/DLL4/EBI3/ADA/CD274/RAC2/DUSP22/IL18/TNFRSF14/IRF4/PELI1/RIPK3/DLG5/ARID1A/IL1A/CCL5/IL7/B2M/RELB/CD74/EFNB1/SRC/RAB27A/TNFSF9/TRAC/ADAM8/PATZ1/ZMIZ1/MYH9/ARMC5/GPR89A/ZBTB7B/NHEJ1/CD7/MR1/MDK/GATA3/SMARCC2/HLA-E/CYP26B1/JAG2/TNFRSF9/SMARCD3/ZFPM1/DHPS/NCAPH2/ZP3/TRAF6/PRDX2/BID/PBRM1/HSPH1/GSN/KIF13B/CORO1A/RIPK2/TCIRG1/SELENOK/SH2D2A/PSG9/IL6R/CD55/MARCHF7/AMBRA1/THY1/MTOR/TNFRSF21/PSMB10/IL1RL2/FANCA/CD24/IL1B/KMT2A/DROSHA/NCSTN/WNT10B/CD160/IL15/RSAD2/KITLG/MICA/SIRPA/BCL6/JAK3/SOCS1/RAG1/SDC4/MSN/RPL22/BRAF/RPS3/ITPKB/LGALS3/CCND3/SHB/KDELR1/SMARCE1/AP3D1/CTNNB1/PRR7/TGFB1/ACTB/RASGRP1/BCL10/SMARCD1/JMJD6/IFNE/STAT3/EFNB2/CAMK4/CBFB/HLX/FCHO1/CD81/PTPRC/CD46/MFAP3/PIK3CA/SMARCA4/IL12A/FZD5/TMEM98/IL23A/KLHL25/PDCD1LG2/ENTPD7/FYN/STOML2/GPR183/SART1/SMARCB1/PREX1/ACTL6A/ZBTB1/HLA-A/CASP3/CCDC88B/BMI1/ICAM1/NLRP3/CHD7/SEMA4A/LGALS9/CLPTM1/ARG2/CTSL/HLA-DMA/TMEM131L/TSPAN32/DDOST/PIK3CD/AP3B1/GLI2/NFKBID/PRDM1/ANXA1/CD44/TFRC/SLC7A1/SLAMF9/NDFIP1/PRKAR1A/ZC3H8/FKBP1B/PTGER4/ZFP36L1/STK11/THEMIS/TYK2/RBX1/LGALS1/FOXP1/YES1/KAT2A/RABL3/SCRIB/FADD/IRF1/PKNOX1/IFNB1/SMARCC1/RPS6/PIK3R3/ARID1B/LMBR1L/NLRC3/RAB29/MEN1/RARA/PTPN6/XBP1/PAWR/TRAF3IP2/LIG4/STAT5B/PTPN11/DOCK2/CD47/KAT5/PTPN2/LIPA/HSPD1/PRELID1/RHOA/PSEN1/NKAP/FCER1G/PYCARD/MALT1/EIF2AK4/CCR7/ATF2/TNFSF13B/DLG1/JAK1/SLC4A2/MAP3K8/PAG1/MAD1L1/IL6ST/CASP8/CD27/SOS1/NFKBIZ/AKT1/ATP7A/STAT4/SOX13/CDH26/NCK2/AZI2/IL4I1/PPP3CA/TNFRSF1B/ZEB1/MAPK8IP1/METTL3/LAPTM5/ELF4/AGER/BCL11B/DNAJA3/CDK6/JAK2/CGAS/SIRPB1/BAX/RUNX3/LAT/SOCS5/HLA-DPB1/ITCH/GLMN/DCAF12/RUNX1/ADAM17/FOXP3/HFE/WNT4/GPAM/FZD7/SOD1/LEF1/CYRIB/TGFBR2/RC3H2/ZFP36L2/CSK/HLA-G/HMGB1/FOSL2/SLC11A1/SMARCD2/BRD7/WAS/CUL4A/PPP3CB/CD4/CTPS1/SMARCA2/ARID2/NCK1/PRNP/ATG5/BAD/EFNB3/CXADR/LAG3/ZC3H12A/IL20RB/TRBC2/ERBB2/FLOT2/CAV1/SP3/PIK3R1/SOCS6/TSC1/TWSG1/BTN2A2/SRF/LEPR/ZAP70/RC3H1/MYB/TBX21/NRARP/SHH/CRTAM/SLAMF7/IL36B/WNT1/RASAL3/ZBTB16/ICOSLG/VAV1/IHH/CHRNA7/CD70/CEACAM1/SLC46A2/NCKAP1L/ILDR2/SPINK5/RAG2/ITGAL/VNN1/HLA-DRB1/XCL1/FGL2/PSMB11/WDFY4/CD247/ICOS/CD1D/AIRE/PRKCQ/CD6/ADORA2A/HAVCR2/HLA-DRA/GPR18/LEP/HLA-DMB/IKZF3/IL12B/IL18R1/TNFSF8/CARD11"	"16/525"	"406/21475"	0.0514342602132861	"SLAMF7/SH2D2A/TBX21/RASAL3/IL23A/IGFBP2/NCKAP1L/TNFSF9/RSAD2/ICOSLG/WNT4/WNT10B/JUNB/THEMIS/FZD8/CD24"	16	422	1.61201032136993	0.375069310302425
"GOBP T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE"	"go_bp"	"GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE"	"GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE"	"TNFSF18/APBB1IP/IL6/SMAD7/F2RL1/LOXL3/TNFSF4/BCL3/TP53/JUNB/RORA/LCP1/IL23R/PRKCZ/IL4R/SOCS3/STAT6/IL18/IRF4/RELB/CD74/RAB27A/ZBTB7B/MDK/GATA3/ZFPM1/RIPK2/IL6R/MTOR/KMT2A/BCL6/JAK3/LGALS3/SHB/IFNE/STAT3/HLX/CD81/CD46/TMEM98/IL23A/ENTPD7/GPR183/ICAM1/NLRP3/SEMA4A/LGALS9/NFKBID/ANXA1/PTGER4/FOXP1/IFNB1/RPS6/MEN1/RARA/PSEN1/FCER1G/MALT1/EIF2AK4/JAK1/NFKBIZ/ATP7A/STAT4/SOCS5/FOXP3/LEF1/RC3H2/HMGB1/SLC11A1/ZC3H12A/TSC1/RC3H1/MYB/TBX21/CEACAM1/NCKAP1L/ITGAL/HLA-DRB1/FGL2/HAVCR2/HLA-DRA/HLA-DMB/IL12B/IL18R1"	"4/537"	"80/21801"	0.145198754472315	"TBX21/IL23A/NCKAP1L/JUNB"	4	84	2.02988826815642	0.55601872017088
