geneId	gene	baseMean_n208	log2FoldChange_n208	lfcSE_n208	stat_n208	pvalue_n208	padj_n208	gene_n208	baseMean_n6	log2FoldChange_n6	lfcSE_n6	stat_n6	pvalue_n6	padj_n6	gene_n6	baseMean_RR_LL	log2FoldChange_RR_LL	lfcSE_RR_LL	stat_RR_LL	pvalue_RR_LL	padj_RR_LL	gene_RR_LL	DE_n208	DE_n6	DE_RR_LL	seqnames_2h	start_2h	end_2h	width_2h	strand_2h	V4_2h	V5_2h	V6_2h	V7_2h	V8_2h	V9_2h	V10_2h	annotation_2h	geneChr_2h	geneStart_2h	geneEnd_2h	geneLength_2h	geneStrand_2h	transcriptId_2h	distanceToTSS_2h	external_gene_name_2h	seqnames_4h	start_4h	end_4h	width_4h	strand_4h	V4_4h	V5_4h	V6_4h	V7_4h	V8_4h	V9_4h	V10_4h	annotation_4h	geneChr_4h	geneStart_4h	geneEnd_4h	geneLength_4h	geneStrand_4h	transcriptId_4h	distanceToTSS_4h	external_gene_name_4h
ENSG00000121390	PSPC1	3461.11869240128	-0.132865382012776	0.187424630552395	-0.708900327674025	0.478386331755097	0.912080435327114	PSPC1	3461.11869240128	0.0522966934799358	0.228423573823388	0.228946131104535	0.818910785203028	0.988285190148866	PSPC1	3461.11869240128	0.405901725942407	0.233074142457316	1.74151332989133	0.0815936387737588	0.890551945180085	PSPC1	FALSE	FALSE	FALSE	13	19781811	19782734	924	*	KOS_2h_peak_3941	308	.	10.54066	34.93366	30.84749	780	Promoter (<=1kb)	13	19674756	19782917	108162	2	ENST00000471658	183	PSPC1	13	19782012	19782150	139	*	KOS_4h_peak_341	90	.	7.71181	14.10095	9.05311	100	Promoter (<=1kb)	13	19674756	19782917	108162	2	ENST00000471658	767	PSPC1
ENSG00000121390	PSPC1	3461.11869240128	-0.132865382012776	0.187424630552395	-0.708900327674025	0.478386331755097	0.912080435327114	PSPC1	3461.11869240128	0.0522966934799358	0.228423573823388	0.228946131104535	0.818910785203028	0.988285190148866	PSPC1	3461.11869240128	0.405901725942407	0.233074142457316	1.74151332989133	0.0815936387737588	0.890551945180085	PSPC1	FALSE	FALSE	FALSE	13	19782836	19783022	187	*	KOS_2h_peak_3942	59	.	5.05717	9.17171	5.96433	85	Promoter (<=1kb)	13	19674756	19782917	108162	2	ENST00000471658	0	PSPC1	13	19782472	19782749	278	*	KOS_4h_peak_342	59	.	6.63521	10.75496	5.98463	143	Promoter (<=1kb)	13	19674756	19782917	108162	2	ENST00000471658	168	PSPC1
ENSG00000121390	PSPC1	3461.11869240128	-0.132865382012776	0.187424630552395	-0.708900327674025	0.478386331755097	0.912080435327114	PSPC1	3461.11869240128	0.0522966934799358	0.228423573823388	0.228946131104535	0.818910785203028	0.988285190148866	PSPC1	3461.11869240128	0.405901725942407	0.233074142457316	1.74151332989133	0.0815936387737588	0.890551945180085	PSPC1	FALSE	FALSE	FALSE	13	19781811	19782734	924	*	KOS_2h_peak_3941	308	.	10.54066	34.93366	30.84749	780	Promoter (<=1kb)	13	19674756	19782917	108162	2	ENST00000471658	183	PSPC1	13	19782472	19782749	278	*	KOS_4h_peak_342	59	.	6.63521	10.75496	5.98463	143	Promoter (<=1kb)	13	19674756	19782917	108162	2	ENST00000471658	168	PSPC1
ENSG00000121390	PSPC1	3461.11869240128	-0.132865382012776	0.187424630552395	-0.708900327674025	0.478386331755097	0.912080435327114	PSPC1	3461.11869240128	0.0522966934799358	0.228423573823388	0.228946131104535	0.818910785203028	0.988285190148866	PSPC1	3461.11869240128	0.405901725942407	0.233074142457316	1.74151332989133	0.0815936387737588	0.890551945180085	PSPC1	FALSE	FALSE	FALSE	13	19782836	19783022	187	*	KOS_2h_peak_3942	59	.	5.05717	9.17171	5.96433	85	Promoter (<=1kb)	13	19674756	19782917	108162	2	ENST00000471658	0	PSPC1	13	19782012	19782150	139	*	KOS_4h_peak_341	90	.	7.71181	14.10095	9.05311	100	Promoter (<=1kb)	13	19674756	19782917	108162	2	ENST00000471658	767	PSPC1
ENSG00000121904	CSMD2	2629.85052118718	-0.181672386737747	0.195983689665144	-0.92697707165403	0.353938438928726	0.878704112446476	CSMD2	2629.85052118718	0.163160045823672	0.238608079298735	0.683799334470133	0.494101886914831	0.942203541183213	CSMD2	2629.85052118718	0.219042217290405	0.242374551146396	0.903734390654331	0.366136258685931	0.999855349557366	CSMD2	FALSE	FALSE	FALSE	1	34164873	34164997	125	*	KOS_2h_peak_458	52	.	5.21993	8.45801	5.29754	82	Promoter (<=1kb)	1	33513998	34165230	651233	2	ENST00000373381	233	CSMD2	1	34163214	34163275	62	*	KOS_4h_peak_51	65	.	7.23114	11.39089	6.54825	43	Promoter (1-2kb)	1	33513998	34165230	651233	2	ENST00000373381	1955	CSMD2
ENSG00000121904	CSMD2	2629.85052118718	-0.181672386737747	0.195983689665144	-0.92697707165403	0.353938438928726	0.878704112446476	CSMD2	2629.85052118718	0.163160045823672	0.238608079298735	0.683799334470133	0.494101886914831	0.942203541183213	CSMD2	2629.85052118718	0.219042217290405	0.242374551146396	0.903734390654331	0.366136258685931	0.999855349557366	CSMD2	FALSE	FALSE	FALSE	1	34163113	34163358	246	*	KOS_2h_peak_457	304	.	13.63649	34.52895	30.45256	106	Promoter (1-2kb)	1	33513998	34165230	651233	2	ENST00000373381	1872	CSMD2	1	34163214	34163275	62	*	KOS_4h_peak_51	65	.	7.23114	11.39089	6.54825	43	Promoter (1-2kb)	1	33513998	34165230	651233	2	ENST00000373381	1955	CSMD2
ENSG00000121989	ACVR2A	542.8417118383	0.0150755305207829	0.236294607070351	0.0637997231832486	0.949129698679365	0.995035600763766	ACVR2A	542.8417118383	0.758911580812984	0.283223901075852	2.67954638690516	0.00737219879364028	0.315792532192502	ACVR2A	542.8417118383	0.36007804251588	0.309156251029137	1.16471215224415	0.244135528288976	0.999855349557366	ACVR2A	FALSE	FALSE	FALSE	2	147844557	147844945	389	*	KOS_2h_peak_9400	164	.	7.88772	20.16967	16.43253	201	Promoter (<=1kb)	2	147844616	147927929	83314	1	ENST00000404590	0	ACVR2A	2	147844797	147844848	52	*	KOS_4h_peak_884	17	.	3.9985	5.86251	1.70983	30	Promoter (<=1kb)	2	147844616	147927929	83314	1	ENST00000404590	181	ACVR2A
ENSG00000121989	ACVR2A	542.8417118383	0.0150755305207829	0.236294607070351	0.0637997231832486	0.949129698679365	0.995035600763766	ACVR2A	542.8417118383	0.758911580812984	0.283223901075852	2.67954638690516	0.00737219879364028	0.315792532192502	ACVR2A	542.8417118383	0.36007804251588	0.309156251029137	1.16471215224415	0.244135528288976	0.999855349557366	ACVR2A	FALSE	FALSE	FALSE	2	147843684	147843975	292	*	KOS_2h_peak_9398	129	.	7.04691	16.55658	12.95545	220	Promoter (<=1kb)	2	147844517	147896447	51931	1	ENST00000487959	-542	ACVR2A	2	147844797	147844848	52	*	KOS_4h_peak_884	17	.	3.9985	5.86251	1.70983	30	Promoter (<=1kb)	2	147844616	147927929	83314	1	ENST00000404590	181	ACVR2A
ENSG00000121989	ACVR2A	542.8417118383	0.0150755305207829	0.236294607070351	0.0637997231832486	0.949129698679365	0.995035600763766	ACVR2A	542.8417118383	0.758911580812984	0.283223901075852	2.67954638690516	0.00737219879364028	0.315792532192502	ACVR2A	542.8417118383	0.36007804251588	0.309156251029137	1.16471215224415	0.244135528288976	0.999855349557366	ACVR2A	FALSE	FALSE	FALSE	2	147844331	147844491	161	*	KOS_2h_peak_9399	96	.	6.37142	13.07758	9.64014	71	Promoter (<=1kb)	2	147844517	147896447	51931	1	ENST00000487959	-26	ACVR2A	2	147844797	147844848	52	*	KOS_4h_peak_884	17	.	3.9985	5.86251	1.70983	30	Promoter (<=1kb)	2	147844616	147927929	83314	1	ENST00000404590	181	ACVR2A
ENSG00000122035	RASL11A	498.133739786749	0.886067767076728	0.323528012762696	2.73876675936142	0.0061670107333684	0.241652213197018	RASL11A	498.133739786749	0.183109737493487	0.377708142284845	0.48479160757778	0.627824176498123	0.967846958373288	RASL11A	498.133739786749	1.57638734010781	0.445761481796272	3.53639200443136	0.000405632308939231	0.147876032855836	RASL11A	FALSE	FALSE	FALSE	13	27270496	27271332	837	*	KOS_2h_peak_3999	811	.	17.13638	86.69401	81.10481	370	Promoter (<=1kb)	13	27270830	27275192	4363	1	ENST00000241463	0	RASL11A	13	27270799	27270951	153	*	KOS_4h_peak_346	53	.	5.17971	10.08412	5.36601	72	Promoter (<=1kb)	13	27270830	27275192	4363	1	ENST00000241463	0	RASL11A
ENSG00000122678	POLM	910.9810344198	0.359500667081345	0.231664827278179	1.55181376173977	0.120706792137454	0.725145277578868	POLM	910.9810344198	-0.143207986368841	0.280812733955932	-0.509976824595548	0.610067698202915	0.966158715179724	POLM	910.9810344198	-0.0569723376914762	0.291098370124111	-0.1957150693327	0.844833188891933	0.999855349557366	POLM	FALSE	FALSE	FALSE	7	44082188	44082606	419	*	KOS_2h_peak_14412	715	.	24.2354	76.95647	71.59576	213	Promoter (<=1kb)	7	44072062	44082530	10469	2	ENST00000242248	0	POLM	7	44082341	44082435	95	*	KOS_4h_peak_1310	24	.	4.71278	6.75286	2.42901	8	Promoter (<=1kb)	7	44072247	44082464	10218	2	ENST00000335195	29	POLM
ENSG00000122692	SMU1	4482.03145365785	0.36262892947008	0.175059664677543	2.07145906590211	0.0383159160111482	0.505285992063799	SMU1	4482.03145365785	0.0897082761823493	0.213949860235852	0.419295792404154	0.674999971236009	0.972412059637974	SMU1	4482.03145365785	0.0638330710010986	0.216132681880326	0.295342057692336	0.767732591225933	0.999855349557366	SMU1	FALSE	FALSE	FALSE	9	33076477	33076760	284	*	KOS_2h_peak_15679	282	.	8.02209	32.33668	28.29993	156	Promoter (<=1kb)	9	33041765	33076674	34910	2	ENST00000397149	0	SMU1	9	33076553	33076737	185	*	KOS_4h_peak_1415	55	.	5.66455	10.24766	5.50938	88	Promoter (<=1kb)	9	33041765	33076674	34910	2	ENST00000397149	0	SMU1
ENSG00000122912	SLC25A16	1428.56967439887	0.107233147601097	0.204881926189532	0.523389981710237	0.600702894432605	0.939292032979132	SLC25A16	1428.56967439887	0.0990761708994433	0.249582472825869	0.396967662743559	0.691391306942808	0.976997715476289	SLC25A16	1428.56967439887	-0.0267928410471636	0.254262170794953	-0.105374861558821	0.916078362563184	0.999855349557366	SLC25A16	FALSE	FALSE	FALSE	10	68527154	68527568	415	*	KOS_2h_peak_1903	238	.	9.72819	27.75879	23.81195	303	Promoter (<=1kb)	10	68477998	68527523	49526	2	ENST00000609923	0	SLC25A16	10	68527386	68527441	56	*	KOS_4h_peak_174	54	.	6.48089	10.16573	5.43914	25	Promoter (<=1kb)	10	68483475	68527438	43964	2	ENST00000493963	0	SLC25A16
ENSG00000123472	ATPAF1	2025.48985629932	0.341239260932184	0.193788553450621	1.76088450455942	0.078257953109104	0.647850839380714	ATPAF1	2025.48985629932	-0.058791328033993	0.236358681794735	-0.248737755632984	0.803563641711556	0.986723235026649	ATPAF1	2025.48985629932	-0.249415539831203	0.241091901822485	-1.03452475153996	0.300890911734411	0.999855349557366	ATPAF1	FALSE	FALSE	FALSE	1	46668046	46668495	450	*	KOS_2h_peak_596	425	.	13.44101	46.74795	42.50434	262	Promoter (<=1kb)	1	46632737	46668364	35628	2	ENST00000574428	0	ATPAF1	1	46668204	46668352	149	*	KOS_4h_peak_64	18	.	3.81662	6.04834	1.86824	85	Promoter (<=1kb)	1	46632737	46668364	35628	2	ENST00000574428	12	ATPAF1
ENSG00000123684	LPGAT1	3855.43248181876	-0.00288383024455474	0.230677579264259	-0.0125015628036008	0.990025455872485	0.997988281981197	LPGAT1	3855.43248181876	0.282296537621361	0.282382120759543	0.999696924373427	0.317457200946987	0.907398682813807	LPGAT1	3855.43248181876	-0.143201589675369	0.283923524157788	-0.504366766016141	0.614003667661954	0.999855349557366	LPGAT1	FALSE	FALSE	FALSE	1	211830675	211830897	223	*	KOS_2h_peak_1452	96	.	6.8563	13.09726	9.6587	114	Promoter (<=1kb)	1	211743457	211830763	87307	2	ENST00000366997	0	LPGAT1	1	211830451	211830511	61	*	KOS_4h_peak_132	23	.	4.33171	6.68058	2.38836	18	Promoter (<=1kb)	1	211829179	211830722	1544	2	ENST00000488600	211	LPGAT1
ENSG00000123684	LPGAT1	3855.43248181876	-0.00288383024455474	0.230677579264259	-0.0125015628036008	0.990025455872485	0.997988281981197	LPGAT1	3855.43248181876	0.282296537621361	0.282382120759543	0.999696924373427	0.317457200946987	0.907398682813807	LPGAT1	3855.43248181876	-0.143201589675369	0.283923524157788	-0.504366766016141	0.614003667661954	0.999855349557366	LPGAT1	FALSE	FALSE	FALSE	1	211830260	211830612	353	*	KOS_2h_peak_1451	64	.	4.99556	9.73158	6.47926	171	Promoter (<=1kb)	1	211749793	211830238	80446	2	ENST00000366996	-22	LPGAT1	1	211830451	211830511	61	*	KOS_4h_peak_132	23	.	4.33171	6.68058	2.38836	18	Promoter (<=1kb)	1	211829179	211830722	1544	2	ENST00000488600	211	LPGAT1
ENSG00000123908	AGO2	3060.08925376618	0.13923808833199	0.242080387264586	0.575172941126401	0.565174341011561	0.938502318518851	AGO2	3060.08925376618	0.261170736832591	0.296451998554341	0.880988281766355	0.378324162530764	0.92138557865491	AGO2	3060.08925376618	0.158075040050922	0.298151055866989	0.530184404651051	0.595984082757792	0.999855349557366	AGO2	FALSE	FALSE	FALSE	8	140545096	140545225	130	*	KOS_2h_peak_15494	24	.	3.70062	5.3641	2.47378	78	Intron (ENST00000220592/ENSG00000123908, intron 13 of 18)	8	140532533	140541457	8925	2	ENST00000520412	-3639	AGO2	8	140635565	140635685	121	*	KOS_4h_peak_1400	31	.	4.66492	7.53009	3.10331	6	Promoter (<=1kb)	8	140520156	140635633	115478	2	ENST00000220592	0	AGO2
ENSG00000123908	AGO2	3060.08925376618	0.13923808833199	0.242080387264586	0.575172941126401	0.565174341011561	0.938502318518851	AGO2	3060.08925376618	0.261170736832591	0.296451998554341	0.880988281766355	0.378324162530764	0.92138557865491	AGO2	3060.08925376618	0.158075040050922	0.298151055866989	0.530184404651051	0.595984082757792	0.999855349557366	AGO2	FALSE	FALSE	FALSE	8	140635068	140635737	670	*	KOS_2h_peak_15496	342	.	11.22809	38.3986	34.26038	517	Promoter (<=1kb)	8	140520156	140635633	115478	2	ENST00000220592	0	AGO2	8	140635565	140635685	121	*	KOS_4h_peak_1400	31	.	4.66492	7.53009	3.10331	6	Promoter (<=1kb)	8	140520156	140635633	115478	2	ENST00000220592	0	AGO2
ENSG00000124006	OBSL1	2732.45091268658	-0.32542728464162	0.193743375868241	-1.67968212168933	0.0930191800906794	0.674975724867723	OBSL1	2732.45091268658	0.00502532101950687	0.236134950026743	0.0212815638639589	0.983021050414629	0.997704524856806	OBSL1	2732.45091268658	-0.152927037171696	0.238757188209355	-0.640512808509042	0.521839264713139	0.999855349557366	OBSL1	FALSE	FALSE	FALSE	2	219570999	219571262	264	*	KOS_2h_peak_9676	21	.	3.27106	5.03755	2.18743	12	Promoter (<=1kb)	2	219550756	219571241	20486	2	ENST00000373876	0	OBSL1	2	219570279	219570369	91	*	KOS_4h_peak_897	23	.	4.91141	6.60056	2.32448	44	Promoter (<=1kb)	2	219550729	219570739	20011	2	ENST00000465149	370	OBSL1
ENSG00000124006	OBSL1	2732.45091268658	-0.32542728464162	0.193743375868241	-1.67968212168933	0.0930191800906794	0.674975724867723	OBSL1	2732.45091268658	0.00502532101950687	0.236134950026743	0.0212815638639589	0.983021050414629	0.997704524856806	OBSL1	2732.45091268658	-0.152927037171696	0.238757188209355	-0.640512808509042	0.521839264713139	0.999855349557366	OBSL1	FALSE	FALSE	FALSE	2	219570363	219570495	133	*	KOS_2h_peak_9675	53	.	4.5547	8.55375	5.38633	101	Promoter (<=1kb)	2	219550729	219570739	20011	2	ENST00000465149	244	OBSL1	2	219570279	219570369	91	*	KOS_4h_peak_897	23	.	4.91141	6.60056	2.32448	44	Promoter (<=1kb)	2	219550729	219570739	20011	2	ENST00000465149	370	OBSL1
ENSG00000124145	SDC4	15241.7042447369	-0.0194959131115092	0.169929508157245	-0.114729415290654	0.908659597842231	0.989013606196462	SDC4	15241.7042447369	0.0763563452242196	0.208018444657582	0.367065263611163	0.7135703371024	0.980324445124081	SDC4	15241.7042447369	-0.155634227407875	0.208818234343626	-0.745309565024704	0.456084600096476	0.999855349557366	SDC4	FALSE	FALSE	FALSE	20	45347933	45348479	547	*	KOS_2h_peak_10117	313	.	11.32165	35.39397	31.30223	434	Promoter (<=1kb)	20	45325288	45348424	23137	2	ENST00000372733	0	SDC4	20	45348293	45348382	90	*	KOS_4h_peak_936	45	.	4.90709	9.22813	4.59797	73	Promoter (<=1kb)	20	45325288	45348424	23137	2	ENST00000372733	42	SDC4
ENSG00000124193	SRSF6	5469.84328852927	0.0268437952385732	0.169447809248324	0.158419252262116	0.874126444224293	0.984622269783729	SRSF6	5469.84328852927	0.373312124524516	0.20712663690927	1.80233759450284	0.0714923071009255	0.747751171208659	SRSF6	5469.84328852927	0.166938132485743	0.209446668758142	0.797043626788423	0.425425694513851	0.999855349557366	SRSF6	FALSE	FALSE	FALSE	20	43456955	43458045	1091	*	KOS_2h_peak_10094	284	.	8.43522	32.48723	28.44611	968	Promoter (<=1kb)	20	43457893	43463605	5713	1	ENST00000668808	0	SRSF6	20	43457752	43457999	248	*	KOS_4h_peak_934	90	.	7.71181	14.10095	9.05311	199	Promoter (<=1kb)	20	43457893	43463605	5713	1	ENST00000668808	0	SRSF6
ENSG00000124193	SRSF6	5469.84328852927	0.0268437952385732	0.169447809248324	0.158419252262116	0.874126444224293	0.984622269783729	SRSF6	5469.84328852927	0.373312124524516	0.20712663690927	1.80233759450284	0.0714923071009255	0.747751171208659	SRSF6	5469.84328852927	0.166938132485743	0.209446668758142	0.797043626788423	0.425425694513851	0.999855349557366	SRSF6	FALSE	FALSE	FALSE	20	43458228	43458770	543	*	KOS_2h_peak_10095	142	.	6.80095	17.86765	14.21867	92	Promoter (<=1kb)	20	43458652	43461213	2562	1	ENST00000671022	0	SRSF6	20	43457752	43457999	248	*	KOS_4h_peak_934	90	.	7.71181	14.10095	9.05311	199	Promoter (<=1kb)	20	43457893	43463605	5713	1	ENST00000668808	0	SRSF6
ENSG00000124193	SRSF6	5469.84328852927	0.0268437952385732	0.169447809248324	0.158419252262116	0.874126444224293	0.984622269783729	SRSF6	5469.84328852927	0.373312124524516	0.20712663690927	1.80233759450284	0.0714923071009255	0.747751171208659	SRSF6	5469.84328852927	0.166938132485743	0.209446668758142	0.797043626788423	0.425425694513851	0.999855349557366	SRSF6	FALSE	FALSE	FALSE	20	43456955	43458045	1091	*	KOS_2h_peak_10094	284	.	8.43522	32.48723	28.44611	968	Promoter (<=1kb)	20	43457893	43463605	5713	1	ENST00000668808	0	SRSF6	20	43458396	43458518	123	*	KOS_4h_peak_935	65	.	6.77502	11.34628	6.51162	41	Promoter (<=1kb)	20	43458652	43461213	2562	1	ENST00000671022	-134	SRSF6
ENSG00000124193	SRSF6	5469.84328852927	0.0268437952385732	0.169447809248324	0.158419252262116	0.874126444224293	0.984622269783729	SRSF6	5469.84328852927	0.373312124524516	0.20712663690927	1.80233759450284	0.0714923071009255	0.747751171208659	SRSF6	5469.84328852927	0.166938132485743	0.209446668758142	0.797043626788423	0.425425694513851	0.999855349557366	SRSF6	FALSE	FALSE	FALSE	20	43458228	43458770	543	*	KOS_2h_peak_10095	142	.	6.80095	17.86765	14.21867	92	Promoter (<=1kb)	20	43458652	43461213	2562	1	ENST00000671022	0	SRSF6	20	43458396	43458518	123	*	KOS_4h_peak_935	65	.	6.77502	11.34628	6.51162	41	Promoter (<=1kb)	20	43458652	43461213	2562	1	ENST00000671022	-134	SRSF6
ENSG00000124486	USP9X	8891.72439625606	-0.113225737563138	0.258249964746656	-0.438434668032628	0.661071219986991	0.953084074138242	USP9X	8891.72439625606	0.532649619201708	0.316089492686302	1.68512282605461	0.0919648765537212	0.785533320563035	USP9X	8891.72439625606	0.147045116051818	0.316801419864766	0.464155482998113	0.642536353024453	0.999855349557366	USP9X	FALSE	FALSE	FALSE	X	41084538	41084913	376	*	KOS_2h_peak_16507	74	.	6.2151	10.80866	7.49452	210	Promoter (<=1kb)	23	41085445	41236579	151135	1	ENST00000324545	-532	USP9X	X	41085326	41085485	160	*	KOS_4h_peak_1487	78	.	8.15812	12.79344	7.84499	97	Promoter (<=1kb)	23	41085445	41236579	151135	1	ENST00000324545	0	USP9X
ENSG00000124486	USP9X	8891.72439625606	-0.113225737563138	0.258249964746656	-0.438434668032628	0.661071219986991	0.953084074138242	USP9X	8891.72439625606	0.532649619201708	0.316089492686302	1.68512282605461	0.0919648765537212	0.785533320563035	USP9X	8891.72439625606	0.147045116051818	0.316801419864766	0.464155482998113	0.642536353024453	0.999855349557366	USP9X	FALSE	FALSE	FALSE	X	41085312	41086002	691	*	KOS_2h_peak_16508	211	.	8.47835	25.06564	21.1854	108	Promoter (<=1kb)	23	41085445	41236579	151135	1	ENST00000324545	0	USP9X	X	41085326	41085485	160	*	KOS_4h_peak_1487	78	.	8.15812	12.79344	7.84499	97	Promoter (<=1kb)	23	41085445	41236579	151135	1	ENST00000324545	0	USP9X
ENSG00000124486	USP9X	8891.72439625606	-0.113225737563138	0.258249964746656	-0.438434668032628	0.661071219986991	0.953084074138242	USP9X	8891.72439625606	0.532649619201708	0.316089492686302	1.68512282605461	0.0919648765537212	0.785533320563035	USP9X	8891.72439625606	0.147045116051818	0.316801419864766	0.464155482998113	0.642536353024453	0.999855349557366	USP9X	FALSE	FALSE	FALSE	X	41084319	41084486	168	*	KOS_2h_peak_16506	106	.	8.01376	14.16462	10.67423	95	Promoter (<=1kb)	23	41085445	41236579	151135	1	ENST00000324545	-959	USP9X	X	41085326	41085485	160	*	KOS_4h_peak_1487	78	.	8.15812	12.79344	7.84499	97	Promoter (<=1kb)	23	41085445	41236579	151135	1	ENST00000324545	0	USP9X
ENSG00000124608	AARS2	1061.62142969554	0.816116146596387	0.195976056755948	4.16436660735912	3.12218098407503e-05	0.00956983162518821	AARS2	1061.62142969554	0.097773069738659	0.23822576368872	0.410421896543545	0.681496486488274	0.973868033127462	AARS2	1061.62142969554	-0.178975058996456	0.244807550193523	-0.731084718812691	0.464727407572006	0.999855349557366	AARS2	FALSE	FALSE	FALSE	6	44313056	44313494	439	*	KOS_2h_peak_13718	409	.	14.80247	45.21053	40.98604	288	Promoter (<=1kb)	6	44298731	44313347	14617	2	ENST00000244571	0	AARS2	6	44313265	44313334	70	*	KOS_4h_peak_1250	23	.	4.91141	6.60056	2.32448	41	Promoter (<=1kb)	6	44298731	44313347	14617	2	ENST00000244571	13	AARS2
ENSG00000124678	TCP11	22.4585539649324	0.0845301430436614	0.733016897830437	0.115318136995002	0.908192963022027	NA	TCP11	22.4585539649324	0.69124278065291	0.888805668983236	0.777720940330713	0.436733544512973	0.932680545134482	TCP11	22.4585539649324	4.4812609993758	1.52432109656451	2.93984056868044	0.00328381167034674	0.305826136013713	TCP11	FALSE	FALSE	FALSE	6	35169533	35169903	371	*	KOS_2h_peak_13604	153	.	6.70088	18.99439	15.30249	157	Distal Intergenic	6	35118269	35148610	30342	2	ENST00000418521	-20923	TCP11	6	35169682	35169781	100	*	KOS_4h_peak_1244	16	.	4.28434	5.83183	1.69221	14	Distal Intergenic	6	35118269	35148610	30342	2	ENST00000418521	-21072	TCP11
ENSG00000124920	MYRF	25.8626452834937	0.75532125483945	0.652653677557671	1.15730789668722	0.247146588402324	NA	MYRF	25.8626452834937	-1.02558811551542	0.78904063302297	-1.29979125610577	0.193672523173466	0.860818610587918	MYRF	25.8626452834937	1.05048044508239	0.935624709411195	1.12275833944518	0.261540143297897	0.999855349557366	MYRF	FALSE	FALSE	FALSE	11	61752464	61752775	312	*	KOS_2h_peak_2631	134	.	7.09895	17.12144	13.49634	170	Promoter (<=1kb)	11	61752636	61788518	35883	1	ENST00000278836	0	MYRF	11	61752628	61752704	77	*	KOS_4h_peak_230	16	.	4.28434	5.83183	1.69221	50	Promoter (<=1kb)	11	61752636	61788518	35883	1	ENST00000278836	0	MYRF
ENSG00000125503	PPP1R12C	6125.56149224176	-0.0591660581423259	0.20563445150639	-0.287724443588614	0.773557677601848	0.96997100428748	PPP1R12C	6125.56149224176	-0.150581083248723	0.251376513187943	-0.599026063887442	0.549155504031561	0.953988858442377	PPP1R12C	6125.56149224176	0.0403750455547328	0.252864815396823	0.159670476461392	0.873140658848015	0.999855349557366	PPP1R12C	FALSE	FALSE	FALSE	19	55117211	55117891	681	*	KOS_2h_peak_8615	809	.	19.70645	86.51796	80.93417	363	Promoter (<=1kb)	19	55090918	55117637	26720	2	ENST00000263433	0	PPP1R12C	19	55117471	55117638	168	*	KOS_4h_peak_800	55	.	5.66455	10.24766	5.50938	67	Promoter (<=1kb)	19	55090918	55117637	26720	2	ENST00000263433	0	PPP1R12C
ENSG00000125534	PPDPF	8054.65399894154	0.309753962837373	0.221061767904606	1.40121001371454	0.161151280718227	0.767644992285221	PPDPF	8054.65399894154	-0.476121954107861	0.27044015607062	-1.76054459154924	0.0783155138371311	0.755866168530769	PPDPF	8054.65399894154	-0.12075507085989	0.271104791330886	-0.445418431253426	0.656017394951916	0.999855349557366	PPDPF	FALSE	FALSE	FALSE	20	63520216	63520478	263	*	KOS_2h_peak_10249	18	.	2.91683	4.7096	1.89514	113	Promoter (<=1kb)	20	63520765	63521526	762	1	ENST00000464438	-287	PPDPF	20	63520799	63520934	136	*	KOS_4h_peak_947	59	.	6.42651	10.78055	5.99391	92	Promoter (<=1kb)	20	63520777	63521949	1173	1	ENST00000473620	22	PPDPF
ENSG00000125534	PPDPF	8054.65399894154	0.309753962837373	0.221061767904606	1.40121001371454	0.161151280718227	0.767644992285221	PPDPF	8054.65399894154	-0.476121954107861	0.27044015607062	-1.76054459154924	0.0783155138371311	0.755866168530769	PPDPF	8054.65399894154	-0.12075507085989	0.271104791330886	-0.445418431253426	0.656017394951916	0.999855349557366	PPDPF	FALSE	FALSE	FALSE	20	63520759	63521541	783	*	KOS_2h_peak_10250	484	.	16.38366	52.8498	48.48065	129	Promoter (<=1kb)	20	63520765	63521526	762	1	ENST00000464438	0	PPDPF	20	63520799	63520934	136	*	KOS_4h_peak_947	59	.	6.42651	10.78055	5.99391	92	Promoter (<=1kb)	20	63520777	63521949	1173	1	ENST00000473620	22	PPDPF
ENSG00000125651	GTF2F1	6311.14315721894	0.00841343350915567	0.173001042382177	0.0486322706112345	0.96121235215456	0.995601674989152	GTF2F1	6311.14315721894	-0.0089548527674693	0.211453049163909	-0.042349130470698	0.966220379939138	0.996274296985891	GTF2F1	6311.14315721894	0.0204801310405883	0.212938328942157	0.0961786971013169	0.923378649619224	0.999855349557366	GTF2F1	FALSE	FALSE	FALSE	19	6393124	6393366	243	*	KOS_2h_peak_7874	71	.	4.84331	10.43272	7.13833	194	Promoter (<=1kb)	19	6379572	6393164	13593	2	ENST00000394456	0	GTF2F1	19	6393220	6393304	85	*	KOS_4h_peak_742	31	.	4.66492	7.53009	3.10331	68	Promoter (<=1kb)	19	6381413	6393205	11793	2	ENST00000595047	-15	GTF2F1
