"source"	"ID"	"Description"	"Genes"	"GeneRatio"	"BgRatio"	"pvalue"	"geneID"	"Count"	"Total"	"OddsRatio"	"fdr"
"GOBP POSITIVE REGULATION OF EXTRACELLULAR MATRIX ORGANIZATION"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION"	"GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION"	"IL6/PDPN/SMAD3/RGCC/SOX9/CARMIL2/ABL1/EFEMP2/MAD2L2/MELTF/IER3IP1/PHLDB1/CFLAR/DAG1/TGFB1/EMILIN1/PHLDB2/BMP2/COLGALT1/CLASP2/DDR2/RB1/FSCN1/TGFBR1/RUNX1/TNXB/CLASP1"	"2/229"	"25/22166"	0.0313239973330281	"IL6/CARMIL2"	2	27	7.7435807860262	0.67940585961501
"GOBP POSITIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY"	"GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY"	"THBS1/TIMP3/INHBA/CYLD/G0S2/DEDD2/ATF3/AGT/TNFRSF12A/RET/PEA15/SRPX/PTEN/BID/ITM2C/SFRP1/FAF1/HYAL2/BCL10/TLR6/PTPRC/PAK2/PMAIP1/TRAF2/BMPR1B/GPER1/RBCK1/LTBR/PDIA3/TLR4/SKIL/RIPK1/FADD/PPP1CA/TNFSF12/STK4/STK3/PPP2R1B/HTRA2/PYCARD/WWOX/NF1/PPP2R1A/PML/ZSWIM2/CTNNA1/CAV1/TNF/MAL/LTB/TNFSF10"	"1/230"	"50/22141"	0.410652665484422	"AGT"	1	51	1.92530434782609	0.721292280003502
"GOBP POSITIVE REGULATION OF FATTY ACID TRANSPORT"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_TRANSPORT"	"GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_TRANSPORT"	"PLA2G4A/P2RX7/MAP2K6/PLA2R1/NTSR1/IL1A/PTGES/ERFE/IL1B/P2RX4/ACSL1/FABP3/EDN1/ACSL5/TNFRSF11A/PLA2G3/PLA2G10/CYP4F2/AVPR1B"	"1/230"	"18/22173"	0.178677951697948	"NTSR1"	1	19	5.35579710144928	0.67940585961501
"GOBP POSITIVE REGULATION OF FIBROBLAST PROLIFERATION"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION"	"GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION"	"WNT2/SPHK1/FGF10/LIF/PDGFD/ABL1/AGT/E2F1/PDGFA/CD74/NGFR/ZMIZ1/CDKN1A/MYC/CDC6/GAS6/EREG/WNT5A/EGFR/S100A6/BRK1/SIRT6/DHX9/BMI1/PDGFRA/RNASEH2B/CCNA2/HRAS/ITGB3/DDR2/LIG4/CD248/ESR1/CCNB1/PDGFC/FN1/AQP1/CDK4/CDK6/NDUFS4/PML/FOSL2/CTC1/MYB/WNT1/PDGFB/PLA2G1B"	"2/229"	"45/22146"	0.0844859811717626	"AGT/PDGFA"	2	47	4.2981077147016	0.67940585961501
"GOBP POSITIVE REGULATION OF FILOPODIUM ASSEMBLY"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY"	"GOBP_POSITIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY"	"TENM2/DPYSL3/RIPOR2/RALA/RHOQ/DOCK11/NEURL1/NRP1/AGRN/FNBP1L/TENM1/WASL/ZMYND8/PALM/MYO3B/TGFB3/ARAP1/DNM3/MIEN1/CCR7/FSCN1/NLGN1/TGFBR1/CDC42/FMR1/PIK3R1/SRF/PLPPR5/MYO3A"	"1/230"	"28/22163"	0.259557564263498	"NEURL1"	1	29	3.44145962732919	0.688241588690857
"GOBP POSITIVE REGULATION OF GLIAL CELL PROLIFERATION"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION"	"GOBP_POSITIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION"	"IL6/LYN/TSPO/VEGFC/PLAG1/IL1B/UFL1/PRKCI/PRKCH/MIR125B1/PPP1CC/KRAS/SLC7A5/ETV5/GFAP/MECP2/MYB/NTN1/TNF/LTA"	"1/230"	"19/22172"	0.187146701113552	"IL6"	1	20	5.07368421052632	0.67940585961501
"GOBP POSITIVE REGULATION OF GLIOGENESIS"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_GLIOGENESIS"	"GOBP_POSITIVE_REGULATION_OF_GLIOGENESIS"	"IL6/ID2/HES1/PTN/LYN/LIF/TENM4/EGR2/SERPINE2/SPINT1/IL33/TSPO/BIN1/RNF112/MDK/VEGFC/DICER1/MTOR/PLAG1/IL1B/IL34/CLCN2/UFL1/MYRF/DAG1/TGFB1/RHEB/PRKCI/PRKCH/PRMT5/HDAC2/ZNF488/BMP2/MIR125B1/SOX8/ZNF365/PPP1CC/GJC2/IL6ST/TNFRSF1B/NOTCH1/KRAS/SLC7A5/RELA/CLCF1/ETV5/GFAP/MECP2/HDAC1/MYB/NTN1/SHH/CXCR4/OLIG2/NKX6-1/TNF/PTPRZ1/LRP2/ASPA/LTA/TTBK1/GSX2/TP73"	"1/230"	"62/22129"	0.479687121430993	"IL6"	1	63	1.55182328190743	0.756002361570497
"GOBP POSITIVE REGULATION OF GRANULOCYTE CHEMOTAXIS"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS"	"GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS"	"DAPK2/RIPOR2/RAC2/CD74/CAMK1D/MDK/EDN1/MOSPD2/RAC1/DNM1L/IL23A/THBS4/CXCL8/C3AR1/CCR7/C1QBP/C5AR1/TIRAP/MCU/NCKAP1L/XCL1/S100A14"	"1/230"	"21/22170"	0.203824244356754	"NCKAP1L"	1	22	4.59006211180124	0.67940585961501
"GOBP POSITIVE REGULATION OF GROWTH"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_GROWTH"	"GOBP_POSITIVE_REGULATION_OF_GROWTH"	"H3-3A/ZFPM2/WNT2/HBEGF/SPHK1/SMAD7/SEMA7A/FGF9/DSCAM/AKAP6/CRABP2/SFN/SHTN1/MMP14/SLC25A33/PIM1/MFSD2A/CEP43/CSF1/LPAR3/RIMS2/IGF2/CXCL12/EZR/BCL2/MACF1/SERP1/ATP8A2/MEF2C/RBPJ/TRPV2/RNF157/PARP2/BMPR1A/NRP1/EXOSC9/AGRN/RPS6KA1/CDH4/PROX1/TGFBR3/RPS6KA3/L1CAM/SLC9A1/BASP1/SLC23A2/MIR17HG/IL7/EXOSC2/ERBB4/SYT2/N6AMT1/MAPT/MTPN/KRT17/SUPV3L1/GHR/SDCBP/ZP3/TRIM32/FGF2/SPTBN4/SEMA4D/CREB1/SFRP1/PSMD10/DRD2/EFNA5/SYT1/MTOR/EGFR/PTK2B/POU3F2/ZFYVE27/GDI1/MTM1/ZPR1/SMO/PLCB1/TBX2/CIB1/RFTN1/MEGF8/EDN1/RICTOR/TGFB2/ADCY10/UNC13A/MKKS/HLX/PLAA/BDNF/VEGFA/MUL1/TWF2/GLI1/SMARCB1/PRKN/MAPKAP1/CHD7/NGF/PPIB/BMPR2/ZNF639/FXN/DLL1/INO80/WNT3/BRAT1/RIMS1/PAFAH1B1/LIMK1/CPNE5/GATA6/H3-3B/CXCL16/GHRL/WFS1/ISLR2/MLST8/MAP2K5/ANAPC2/CDKN2AIP/RPS6KB1/SEMA5A/KLHL22/DNPH1/STAT5B/TEAD1/CSNK2A1/EXTL3/INSR/TAF9B/RND2/DERL2/HDGFL2/PRR5/SMURF1/PABIR1/NCBP1/NIPBL/CDK1/CDKL5/FN1/AKT1/ITSN2/RUFY3/EIF4G1/PLS1/SOX15/NOTCH1/GOLGA4/ADNP/YBX3/PPARD/CYFIP1/UCN/TGFBR1/PEX5/CDC42/PPM1F/DDX49/SFRP2/ADAM17/ACACB/ADAM10/GPAM/DDX3X/BBS4/MAP1B/MAPK14/DISC1/IST1/EIF4G2/BBS2/KDM2B/ERBB2/NEDD4L/HYAL1/MIR199A1/PUM2/MIR590/YAP1/MECP2/SRF/RPTOR/MAP3K13/USP47/TBX5/NTN1/CAPN3/EXOSC4/SLC6A3/DIO3/HEY2/FGFR2/CXCR4/CACNG7/AVPR1A/TFCP2L1/WNT3A/CD38/FOXS1/SYT3/RAG2/TRPC5/HOPX/TBX20/MYOD1/WT1/ARMC12/ACTN3/LEP"	"1/230"	"212/21979"	0.890992482708905	"H3-3A"	1	213	0.450758818703856	0.939624821724688
"GOBP POSITIVE REGULATION OF GTPASE ACTIVITY"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY"	"GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY"	"NET1/F2RL1/PREX2/CCL2/CCL7/APC2/RASGRF2/ARHGEF19/ARHGEF10/RAPGEFL1/DOCK11/SIPA1L1/F2R/SIPA1L3/ARHGAP11B/TBC1D9/RAP1GAP2/TBC1D2/RGS7/RGS9/TBC1D8/TBC1D8B/RGS11/SIPA1L2/ARHGAP27/SOS2/DOCK8/AGRN/MTSS2/AGAP3/SNX9/TGM2/CCL26/RASGRP2/RGL4/NDEL1/GMIP/AGAP4/CCL5/TBC1D10A/LARS1/RGS10/PLXNB1/PICALM/SIPA1/ARHGEF5/TBC1D2B/GPR65/RAB11FIP2/S100A10/ITGB1/EZH2/ARHGAP22/RGL1/AGAP5/RALGDS/DOCK6/SEMA4D/NTF3/SFRP1/GNB5/EPHA2/RALGAPA2/THY1/EVI5L/NGEF/TBC1D5/SMCR8/TBC1D16/TBC1D15/RAPGEF6/ARHGAP24/AGAP2/ABR/TBC1D20/NTRK3/DOCK9/C9orf72/DVL3/RAB3GAP1/LIMS1/RASGRP1/TBC1D3L/PKP4/SYDE2/GRTP1/RAPGEF5/ARHGEF16/FERMT2/TBC1D1/SLC27A4/BCR/ECT2/ARAP1/PREX1/TIAM2/RAPGEF1/ARHGAP45/SH3BP1/RALGAPA1/ARHGAP29/SNX18/MAPRE2/EVI5/PIP5K1A/TBC1D22B/RAPGEF2/SNX13/SGSM2/RGS16/ALS2/RSU1/PIN1/SCRIB/ARHGAP11A/RAP1A/RALGPS2/HRAS/RAPGEF3/RASGRP3/RANGAP1/RGL3/TBC1D10C/CORO1C/RAP1GAP/WNT11/TBC1D25/MMUT/GARNL3/CCDC125/CAV2/DOCK7/CCR7/NF1/RACK1/RAPGEF4/TBC1D4/AGAP1/WDR41/SOS1/CDKL5/GSK3B/TBC1D13/DOCK10/BCAR3/TBCK/ARHGEF26/EPHA1/CD40/SRGAP2/ARHGAP42/TBC1D17/RGP1/AGAP6/RHOG/RASGEF1A/RALBP1/RASGRF1/ZC3H15/TBC1D22A/TBC1D14/ITGA6/TAX1BP3/RIC1/SGSM3/SYDE1/RTN4R/RALGPS1/RAP1GDS1/TBC1D9B/USP6NL/ARHGEF7/TIAM1/ERBB2/ASAP3/TSC1/MAP4K4/TBC1D7/AGAP9/TBC1D10B/RALGAPB/TBC1D12/NTRK1/ADRB1/FZD10/RASGEF1B/CCL20/CX3CL1/RGS6/RGS8/CCL18/XCL1/TBC1D30/CCL3/ARHGAP25/TBC1D3B"	"1/230"	"195/21996"	0.869797532544681	"CCL7"	1	196	0.490434782608696	0.928030775167072
"GOBP POSITIVE REGULATION OF HEMOPOIESIS"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS"	"GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS"	"TOX/SOX4/ID2/IL7R/PRKDC/TNFSF4/GPR68/PNP/FOXO3/MMP14/EGR3/LIF/IL15RA/VSIR/TRIB1/CSF1/GLI3/FOS/SOX12/CD83/SLC9B2/IL23R/PHF10/PRKCZ/IL4R/AXL/PPARGC1B/DUSP10/EVI2B/ADA/IL18/ARID1A/IL7/CD74/TNFSF9/INPP5D/PCID2/ADAM8/ZMIZ1/ZBTB7B/MDK/GATA3/SMARCC2/SMARCD3/TRAF6/XRCC6/PBRM1/GAS6/RIPK2/CREB1/ROR2/AMBRA1/IL1RL2/IL34/WNT10B/IL15/KLF10/FES/KITLG/BCL6/SOCS1/RAG1/ITPKB/LGALS3/SHB/SMARCE1/AP3D1/TGFB1/ACTB/RASGRP1/SMARCD1/CBFB/HLX/PTPRC/CD46/SMARCA4/IL23A/KLHL25/HAX1/SART1/SMARCB1/ACTL6A/ZBTB1/NLRP3/LGALS9/PRKCA/AP3B1/GLI2/DCSTAMP/NFKBID/ANXA1/ZFP36L1/RIPK1/LGALS1/FADD/NEDD9/SMARCC1/ARID1B/ACIN1/HSF1/RARA/XBP1/STAT5B/KAT5/RHOA/NKAP/MALT1/PPP2R3C/CASP8/CD27/NFKBIZ/RB1/SOX13/IL4I1/PPP3CA/AGER/RUNX3/ZBTB46/SOCS5/RUNX1/FOXP3/LEF1/TGFBR2/HLA-G/HMGB1/SMARCD2/NOTCH2/BRD7/TMEM64/CD4/SMARCA2/ARID2/BAD/CTNNBIP1/HCLS1/BTN2A2/RPTOR/ZAP70/SHH/IL36B/ZBTB16/POU4F1/IHH/TNF/CCR1/TESC/PLA2G3/NCKAP1L/VNN1/HLA-DRB1/HLA-DRA/BTK/IL20/IL12B/CD101"	"2/229"	"153/22038"	0.475718340293319	"GPR68/NCKAP1L"	2	155	1.25798441647401	0.753541702994983
"GOBP POSITIVE REGULATION OF HOMOTYPIC CELL CELL ADHESION"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION"	"GOBP_POSITIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION"	"IL6/PDPN/CCL5/PLAUR/EMILIN2/ANK3/MFSD2B/EMILIN1/F11R/JAK1/IL6ST/JAK2"	"1/230"	"11/22180"	0.116885551167481	"IL6"	1	12	8.76679841897233	0.67940585961501
"GOBP POSITIVE REGULATION OF HORMONE SECRETION"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_HORMONE_SECRETION"	"GOBP_POSITIVE_REGULATION_OF_HORMONE_SECRETION"	"F2RL2/SPP1/SOX4/SYBU/GPR68/INHBA/GRP/TRPM4/NKX3-1/FOXL2/ISL1/SERP1/SELENOT/SNAP25/PPARG/ACSL4/BMP6/PCK2/C2CD2L/CHRM3/NMB/OSBP/PFKFB2/CRH/NLGN2/GIP/C1QTNF12/CREB1/DRD2/PRKD1/CYP19A1/HIF1A/PSMD9/SMAD4/P2RY1/SIRT3/PFKM/KISS1/PLCB1/SIRT6/EDN1/TARDBP/GAL/ABAT/TM7SF3/LRRC8A/MYRIP/SLC2A2/TMF1/PLA2G6/TACR1/GPER1/C1QTNF3/TCF7L2/NNAT/GLUD1/PRKAR1A/MPC2/RPH3AL/GHRL/CAPN10/VAMP8/GCK/BAIAP3/GIPR/PTPN11/BLK/SNX4/AACS/AIMP1/RAPGEF4/IRS2/TFR2/GNA11/ITPR1/GPLD1/JAK2/DAB2/UCN/SOX11/HFE/RASL10B/PRKACA/GABBR1/MCU/PRKCE/INHA/INHBB/PPP3CB/BAD/RAB8B/C1QTNF1/NADK/STX4/ORAI1/SRI/MYB/GPR27/ADCY8/NKX6-1/PRKCB/GALR1/PLA2G3/CD38/HLA-DRB1/FGB/RBP4/ANO1/LEP/NR1H4/SPINK1"	"1/230"	"110/22081"	0.684103151712342	"GPR68"	1	111	0.872766798418972	0.845672537464308
"GOBP POSITIVE REGULATION OF HYDROLASE ACTIVITY"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY"	"GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY"	"KIT/NET1/F2RL1/PREX2/SMAD3/CTSK/CD200/CCL2/FLT1/PPP1R15A/CASP1/SNCA/CCL7/APC2/RASGRF2/DAPK1/HSPA1A/HIP1R/ARHGEF19/LYN/CLDN4/EDNRA/VSIR/GRN/CTSS/FGFR3/NLRP1/CARD8/ARHGEF10/RAPGEFL1/ATP2A3/DOCK11/SIPA1L1/PSAP/NKX3-1/ABL2/LGMN/F2R/SIPA1L3/ARHGAP11B/TBC1D9/RAP1GAP2/FOXL2/TNFSF15/TBC1D2/ARF4/KHDC1/RGS7/RGS9/CTSH/TBC1D8/TBC1D8B/EIF2AK3/RGS11/SIPA1L2/MEF2C/ACVR1C/CTSD/ARHGAP27/SOS2/DOCK8/NOD1/AGRN/PDPK1/CALM3/PPARG/MTSS2/AGAP3/AGTR1/SNX9/TGM2/ACER2/CCL26/RASGRP2/RGL4/RIPK3/NDEL1/GMIP/AGAP4/CCL5/REST/TBC1D10A/PDGFRB/LARS1/RGS10/SOX7/HTR2A/PLXNB1/PICALM/SIPA1/IFT57/HTR2B/ARHGEF5/MBP/MTCH1/TBC1D2B/NGFR/ARL1/GPR65/HMGB2/RAB11FIP2/S100A10/PCNA/MAPT/XDH/GRAMD4/PINK1/ITGB1/GNAQ/RCN3/EZH2/LPAR2/ARHGAP22/PSENEN/MYC/CYCS/NR1H3/RGL1/AGAP5/BID/CYFIP2/MAP3K5/MAPK12/CASC2/GSN/F3/FGF2/RALGDS/DOCK6/RIPK2/SEMA4D/ROBO1/BOK/APH1B/ANP32B/NTF3/SFRP1/GNB5/EPHA2/RALGAPA2/THY1/MTOR/EGFR/EVI5L/CASP2/NGEF/FIS1/TBC1D5/RPS27L/NCSTN/LPAR1/SMCR8/TBC1D16/FAM162A/UACA/TBC1D15/RAPGEF6/ARHGAP24/FAS/AGAP2/HIP1/ABR/TBC1D20/SIRT1/NDUFA13/NTRK3/DOCK9/C9orf72/RPS3/DVL3/TANK/ARHGAP6/RAB3GAP1/ST20/PERP/GNA12/LIMS1/BCAP31/GNA13/PLEK/PSME1/PRR7/RASGRP1/PTPA/BAK1/TBC1D3L/BCL10/PKP4/PIDD1/CALM2/SYDE2/CTSV/STAT3/GRTP1/RAPGEF5/TXK/ARHGEF16/CASP10/PLAA/FERMT2/PTPRC/NR1H2/TBC1D1/MUL1/PMAIP1/SLC27A4/FYN/BCR/PHB2/ECT2/CASP8AP2/ARAP1/PREX1/HSPE1/TIAM2/ROCK1/PDGFRA/RAPGEF1/ARHGAP45/CRADD/SH3BP1/BBC3/NLRP3/LGALS9/BCL2L10/GPER1/RALGAPA1/ARHGAP29/CTSL/SNX18/ROCK2/MAPRE2/EVI5/PIP5K1A/ANG/TBC1D22B/RAPGEF2/BCL2L13/PDCD6/P2RY6/SNX13/SGSM2/DDX11/RGS16/ALS2/RSU1/BMP2/EPHA4/PIN1/GRIN1/GRIN2A/SCRIB/ARHGAP11A/FADD/PSME3/RAP1A/SENP1/PRKCD/RALGPS2/HRAS/PLCB2/RAPGEF3/WRN/RASGRP3/RANGAP1/RGL3/IFI16/TBC1D10C/PPP1R12A/APAF1/CORO1C/EFNA1/RAP1GAP/WNT11/TBC1D25/CASP9/MMUT/GARNL3/HSPD1/PSME2/PRELID1/CCDC125/RHOA/CAV2/DOCK7/HTRA2/PYCARD/ASPH/MALT1/CCR7/NF1/RACK1/DAP/DIABLO/ESR1/APH1A/RAPGEF4/TBC1D4/PPP1R15B/AGAP1/DDRGK1/WDR41/C5AR1/CASP8/SOS1/CDKL5/GSK3B/MAGI2/AKT1/TBC1D13/DOCK10/ITGA1/BCAR3/GPLD1/CARD9/TBCK/FNTA/ARHGEF26/LAPTM5/EPHA1/CD40/AGER/JAK2/SRGAP2/BAX/ARHGAP42/TBC1D17/RGP1/PPM1F/AGAP6/RHOG/CALM1/RASGEF1A/RALBP1/ARL6IP5/RASGRF1/DDX3X/ZC3H15/TBC1D22A/TBC1D14/ITGA6/TAX1BP3/HMGB1/RIC1/SGSM3/EFNA3/SYDE1/RTN4R/FGFR1/AIFM1/DLC1/RALGPS1/EGLN3/RAP1GDS1/TBC1D9B/MIR27B/MTMR9/USP6NL/ARHGEF7/PHB1/BAD/TIAM1/VCP/ERBB2/RHOC/HSP90AB1/ASAP3/TSC1/MAP4K4/TBC1D7/AGAP9/PDCD5/TBC1D10B/RALGAPB/TBC1D12/PDCD2/CLDN3/NTRK1/ADRB1/FZD10/RASGEF1B/FGFR2/CCL20/AVPR1A/TNF/GRIN2B/CX3CL1/RGS6/RGS8/APOA1/PLIN5/GNA15/GBA3/CCL18/MEFV/XCL1/PLA2G1B/TBC1D30/P2RY12/SELE/COL4A3/TTBK1/CCL3/ST18/NLRC4/ARHGAP25/USP50/GPR55/TNFSF10/AVPR1B/TBC1D3B"	"1/230"	"410/21781"	0.986374935413301	"CCL7"	1	411	0.230975609756098	0.991762816911677
"GOBP POSITIVE REGULATION OF IMMUNE EFFECTOR PROCESS"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS"	"GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS"	"KIT/IL6/IL13RA2/HLA-H/SEMA7A/F2RL1/TNFSF4/TLR3/DNAJB9/CADM1/GATA2/SPON2/MICB/LYN/PTPN22/P2RX7/CD36/PAXIP1/ULBP2/TAP2/IL23R/PVR/ULBP3/PRKCZ/IL4R/NOD1/PDPK1/STAT6/IL33/RAC2/HK1/IL18/TNFRSF14/COLEC11/NSD2/COLEC10/HLA-C/ADORA2B/B2M/CD74/LAMP1/RABGEF1/MR1/STXBP1/GATA3/FCGR1A/HLA-E/GPRC5B/FBXO38/RIF1/ZP3/ADGRE2/MLH1/TRAF6/HMCES/TICAM1/RIPK2/DDX60/HLA-B/MAD2L2/WNT5A/CD55/HLA-F/TRIM6/IL1B/CD160/RSAD2/FES/DENND1B/MICA/RIGI/C3/RAET1E/SIRT1/ULBP1/ATAD5/SHB/RPS19/MSH2/TGFB1/RASGRP1/NR4A3/STX7/BCL10/CAMK4/HLX/CD81/KMT5C/PTPRC/CD46/IL12A/FZD5/IL23A/TNFSF13/FOXF1/PHB2/TRAF2/ZBTB1/HLA-A/PTPRJ/GPI/NLRP3/LGALS9/IL1R1/NFKBID/ANXA1/TFRC/TLR4/MYD88/MAVS/NECTIN2/FADD/VAMP8/TP53BP1/MAP3K7/ANKRD17/RARA/LACC1/PTPN6/XBP1/RAET1G/STAT5B/IRF5/HSPD1/FGR/PYCARD/MALT1/SNX4/VAMP3/AP1G1/GAB2/DDX1/ARID5A/CD226/NFKBIZ/SLC22A13/CARD9/LAPTM5/CD40/EXOSC3/PANX1/HPX/SLC7A5/SOCS5/EXOSC6/SPHK2/FOXP3/HFE/UNC13D/CLCF1/TICAM2/SHLD2/CYRIB/STXBP2/HLA-G/FER/CD177/SHLD3/KMT5B/DHX36/PHB1/PMS2/EPHB2/MAPKAPK2/DHX58/LAG3/MYO18A/APPL2/SHLD1/DDX21/STX4/PTAFR/TBX21/CRTAM/ITGAM/VAV1/TNF/ENPP3/PLA2G3/KLRD1/TLR7/HLA-DRB1/XCL1/CD1D/LTA/FCN3/RBP4/HLA-DRA/INAVA/ITGB2/BTK/CFP/HLA-DMB/SH2D1B/IL12B/IL18R1"	"1/230"	"195/21996"	0.869797532544681	"IL6"	1	196	0.490434782608696	0.928030775167072
"GOBP POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION"	"GOBP_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION"	"IL6/TNFSF4/DNAJB9/PAXIP1/IL4R/STAT6/IL33/NSD2/HLA-E/RIF1/MLH1/HMCES/MAD2L2/ATAD5/MSH2/TGFB1/KMT5C/PTPRC/TNFSF13/PHB2/GPI/TFRC/TP53BP1/XBP1/VAMP3/CD40/EXOSC3/HPX/EXOSC6/CLCF1/SHLD2/SHLD3/KMT5B/PHB1/PMS2/EPHB2/SHLD1/STX4/TBX21/XCL1/RBP4/BTK"	"1/230"	"41/22150"	0.352958341314439	"IL6"	1	42	2.34888653234358	0.697294817299716
"GOBP POSITIVE REGULATION OF INFLAMMATORY RESPONSE"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE"	"GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE"	"PTGS2/TNFSF18/PTGER3/IL6/CCN4/TNFSF4/TLR3/CTSC/FABP4/CASP1/SNCA/CEBPB/SERPINE1/GRN/NLRP1/AGT/APP/MAPK13/TNIP1/NLRP10/TAFA3/IL33/NMI/IL18/AGTR1/LDLR/MMP8/ADORA2B/TRADD/GPR4/ADAM8/MDK/NINJ1/FCGR1A/OSMR/HLA-E/GPRC5B/IL16/ZP3/TSLP/IFI35/PDE2A/NFKBIA/WNT5A/TRPV4/NEAT1/IL1B/IL1RL1/IL15/C3/SETD4/CEBPA/IL17RA/CASP4/HYAL2/ETS1/RPS19/DHX9/TGFB1/CD81/IL23A/NLRP3/KARS1/NAPEPLD/TLR4/PTGER4/RIPK1/LGALS1/VAMP8/ABCC1/PARK7/PDCD4/STAT5B/CD47/LRRK2/PYCARD/CAMK2N1/CCR7/SNX4/NUPR1/IL6ST/NFKBIZ/GSDMD/MGST2/GPSM3/NAIP/TNFRSF1A/FEM1A/DDT/CLOCK/LGALS2/TNFRSF11A/C2CD4A/NLRP6/CNR1/C2CD4B/TNF/CX3CL1/PLA2G3/TLR7/MEFV/LTA/TTBK1/CCL3/NLRC4/ALOX5AP/BTK/IL12B"	"4/227"	"104/22087"	0.025612245362522	"TNFSF18/AGT/IL6/IL16"	4	108	3.74229074889868	0.67940585961501
"GOBP POSITIVE REGULATION OF INOSITOL PHOSPHATE BIOSYNTHETIC PROCESS"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS"	"GOBP_POSITIVE_REGULATION_OF_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS"	"SNCA/HRH1/ADCYAP1R1/NTSR1/P2RY1/PTH1R/GPER1/P2RY6/PTAFR/AVPR1B"	"1/230"	"9/22182"	0.0983952809485596	"NTSR1"	1	10	10.7159420289855	0.67940585961501
"GOBP POSITIVE REGULATION OF INSULIN SECRETION"	"go_bp"	"GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION"	"GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION"	"F2RL2/SOX4/SYBU/GPR68/TRPM4/ISL1/SERP1/SNAP25/ACSL4/PCK2/C2CD2L/CHRM3/OSBP/PFKFB2/NLGN2/GIP/C1QTNF12/HIF1A/PSMD9/SIRT3/PFKM/PLCB1/SIRT6/TARDBP/ABAT/TM7SF3/LRRC8A/MYRIP/SLC2A2/PLA2G6/GPER1/TCF7L2/NNAT/GLUD1/PRKAR1A/MPC2/RPH3AL/GHRL/CAPN10/GCK/BAIAP3/GIPR/BLK/AACS/RAPGEF4/IRS2/GNA11/ITPR1/GPLD1/JAK2/PRKACA/MCU/PRKCE/PPP3CB/BAD/NADK/STX4/ORAI1/SRI/GPR27/ADCY8/NKX6-1/PRKCB/CD38/HLA-DRB1/RBP4/ANO1/NR1H4"	"1/230"	"67/22124"	0.506017593391102	"GPR68"	1	68	1.43569110966905	0.76661910324983
