"geneId"	"seqnames_2h"	"start_2h"	"end_2h"	"width_2h"	"strand_2h"	"V4_2h"	"V5_2h"	"V6_2h"	"V7_2h"	"V8_2h"	"V9_2h"	"V10_2h"	"annotation_2h"	"geneChr_2h"	"geneStart_2h"	"geneEnd_2h"	"geneLength_2h"	"geneStrand_2h"	"transcriptId_2h"	"distanceToTSS_2h"	"external_gene_name_2h"	"seqnames_4h"	"start_4h"	"end_4h"	"width_4h"	"strand_4h"	"V4_4h"	"V5_4h"	"V6_4h"	"V7_4h"	"V8_4h"	"V9_4h"	"V10_4h"	"annotation_4h"	"geneChr_4h"	"geneStart_4h"	"geneEnd_4h"	"geneLength_4h"	"geneStrand_4h"	"transcriptId_4h"	"distanceToTSS_4h"	"external_gene_name_4h"
"539"	"ENSG00000108821"	"17"	50198283	50198399	117	"*"	"KOS_2h_peak_6960"	49	"."	4.33865	8.12946	4.99049	63	"Promoter (<=1kb)"	17	50196520	50198702	2183	2	"ENST00000495677"	303	"COL1A1"	"17"	50196119	50196206	88	"*"	"KOS_4h_peak_613"	38	"."	5.5327	8.33394	3.81582	40	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	389	"COL1A1"
"540"	"ENSG00000108821"	"17"	50198283	50198399	117	"*"	"KOS_2h_peak_6960"	49	"."	4.33865	8.12946	4.99049	63	"Promoter (<=1kb)"	17	50196520	50198702	2183	2	"ENST00000495677"	303	"COL1A1"	"17"	50189459	50189530	72	"*"	"KOS_4h_peak_612"	59	"."	6.42651	10.78055	5.99391	42	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	-675	"COL1A1"
"541"	"ENSG00000108821"	"17"	50198283	50198399	117	"*"	"KOS_2h_peak_6960"	49	"."	4.33865	8.12946	4.99049	63	"Promoter (<=1kb)"	17	50196520	50198702	2183	2	"ENST00000495677"	303	"COL1A1"	"17"	50200809	50200866	58	"*"	"KOS_4h_peak_614"	50	"."	6.23299	9.76683	5.08148	38	"Promoter (<=1kb)"	17	50199289	50200191	903	2	"ENST00000507689"	-618	"COL1A1"
"542"	"ENSG00000108821"	"17"	50198283	50198399	117	"*"	"KOS_2h_peak_6960"	49	"."	4.33865	8.12946	4.99049	63	"Promoter (<=1kb)"	17	50196520	50198702	2183	2	"ENST00000495677"	303	"COL1A1"	"17"	50187104	50187156	53	"*"	"KOS_4h_peak_610"	28	"."	4.81637	7.19218	2.82053	45	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"
"543"	"ENSG00000108821"	"17"	50198283	50198399	117	"*"	"KOS_2h_peak_6960"	49	"."	4.33865	8.12946	4.99049	63	"Promoter (<=1kb)"	17	50196520	50198702	2183	2	"ENST00000495677"	303	"COL1A1"	"17"	50201513	50201593	81	"*"	"KOS_4h_peak_615"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	38	"COL1A1"
"544"	"ENSG00000108821"	"17"	50193960	50194150	191	"*"	"KOS_2h_peak_6954"	67	"."	4.37525	10.01235	6.75001	99	"Promoter (<=1kb)"	17	50190909	50194058	3150	2	"ENST00000476387"	0	"COL1A1"	"17"	50188722	50188973	252	"*"	"KOS_4h_peak_611"	79	"."	7.28338	12.96905	7.99772	136	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	0	"COL1A1"
"545"	"ENSG00000108821"	"17"	50193960	50194150	191	"*"	"KOS_2h_peak_6954"	67	"."	4.37525	10.01235	6.75001	99	"Promoter (<=1kb)"	17	50190909	50194058	3150	2	"ENST00000476387"	0	"COL1A1"	"17"	50196119	50196206	88	"*"	"KOS_4h_peak_613"	38	"."	5.5327	8.33394	3.81582	40	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	389	"COL1A1"
"546"	"ENSG00000108821"	"17"	50193960	50194150	191	"*"	"KOS_2h_peak_6954"	67	"."	4.37525	10.01235	6.75001	99	"Promoter (<=1kb)"	17	50190909	50194058	3150	2	"ENST00000476387"	0	"COL1A1"	"17"	50189459	50189530	72	"*"	"KOS_4h_peak_612"	59	"."	6.42651	10.78055	5.99391	42	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	-675	"COL1A1"
"547"	"ENSG00000108821"	"17"	50193960	50194150	191	"*"	"KOS_2h_peak_6954"	67	"."	4.37525	10.01235	6.75001	99	"Promoter (<=1kb)"	17	50190909	50194058	3150	2	"ENST00000476387"	0	"COL1A1"	"17"	50200809	50200866	58	"*"	"KOS_4h_peak_614"	50	"."	6.23299	9.76683	5.08148	38	"Promoter (<=1kb)"	17	50199289	50200191	903	2	"ENST00000507689"	-618	"COL1A1"
"548"	"ENSG00000108821"	"17"	50193960	50194150	191	"*"	"KOS_2h_peak_6954"	67	"."	4.37525	10.01235	6.75001	99	"Promoter (<=1kb)"	17	50190909	50194058	3150	2	"ENST00000476387"	0	"COL1A1"	"17"	50187104	50187156	53	"*"	"KOS_4h_peak_610"	28	"."	4.81637	7.19218	2.82053	45	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"
"549"	"ENSG00000108821"	"17"	50193960	50194150	191	"*"	"KOS_2h_peak_6954"	67	"."	4.37525	10.01235	6.75001	99	"Promoter (<=1kb)"	17	50190909	50194058	3150	2	"ENST00000476387"	0	"COL1A1"	"17"	50201513	50201593	81	"*"	"KOS_4h_peak_615"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	38	"COL1A1"
"550"	"ENSG00000108821"	"17"	50197707	50197960	254	"*"	"KOS_2h_peak_6959"	50	"."	4.38721	8.22559	5.08089	58	"Promoter (<=1kb)"	17	50196520	50198702	2183	2	"ENST00000495677"	742	"COL1A1"	"17"	50188722	50188973	252	"*"	"KOS_4h_peak_611"	79	"."	7.28338	12.96905	7.99772	136	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	0	"COL1A1"
"551"	"ENSG00000108821"	"17"	50197707	50197960	254	"*"	"KOS_2h_peak_6959"	50	"."	4.38721	8.22559	5.08089	58	"Promoter (<=1kb)"	17	50196520	50198702	2183	2	"ENST00000495677"	742	"COL1A1"	"17"	50196119	50196206	88	"*"	"KOS_4h_peak_613"	38	"."	5.5327	8.33394	3.81582	40	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	389	"COL1A1"
"552"	"ENSG00000108821"	"17"	50197707	50197960	254	"*"	"KOS_2h_peak_6959"	50	"."	4.38721	8.22559	5.08089	58	"Promoter (<=1kb)"	17	50196520	50198702	2183	2	"ENST00000495677"	742	"COL1A1"	"17"	50189459	50189530	72	"*"	"KOS_4h_peak_612"	59	"."	6.42651	10.78055	5.99391	42	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	-675	"COL1A1"
"553"	"ENSG00000108821"	"17"	50197707	50197960	254	"*"	"KOS_2h_peak_6959"	50	"."	4.38721	8.22559	5.08089	58	"Promoter (<=1kb)"	17	50196520	50198702	2183	2	"ENST00000495677"	742	"COL1A1"	"17"	50200809	50200866	58	"*"	"KOS_4h_peak_614"	50	"."	6.23299	9.76683	5.08148	38	"Promoter (<=1kb)"	17	50199289	50200191	903	2	"ENST00000507689"	-618	"COL1A1"
"554"	"ENSG00000108821"	"17"	50197707	50197960	254	"*"	"KOS_2h_peak_6959"	50	"."	4.38721	8.22559	5.08089	58	"Promoter (<=1kb)"	17	50196520	50198702	2183	2	"ENST00000495677"	742	"COL1A1"	"17"	50187104	50187156	53	"*"	"KOS_4h_peak_610"	28	"."	4.81637	7.19218	2.82053	45	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"
"555"	"ENSG00000108821"	"17"	50197707	50197960	254	"*"	"KOS_2h_peak_6959"	50	"."	4.38721	8.22559	5.08089	58	"Promoter (<=1kb)"	17	50196520	50198702	2183	2	"ENST00000495677"	742	"COL1A1"	"17"	50201513	50201593	81	"*"	"KOS_4h_peak_615"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	38	"COL1A1"
"556"	"ENSG00000108821"	"17"	50195060	50195633	574	"*"	"KOS_2h_peak_6956"	74	"."	4.55755	10.76203	7.44997	173	"Promoter (<=1kb)"	17	50193550	50195665	2116	2	"ENST00000471344"	32	"COL1A1"	"17"	50188722	50188973	252	"*"	"KOS_4h_peak_611"	79	"."	7.28338	12.96905	7.99772	136	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	0	"COL1A1"
"557"	"ENSG00000108821"	"17"	50195060	50195633	574	"*"	"KOS_2h_peak_6956"	74	"."	4.55755	10.76203	7.44997	173	"Promoter (<=1kb)"	17	50193550	50195665	2116	2	"ENST00000471344"	32	"COL1A1"	"17"	50196119	50196206	88	"*"	"KOS_4h_peak_613"	38	"."	5.5327	8.33394	3.81582	40	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	389	"COL1A1"
"558"	"ENSG00000108821"	"17"	50195060	50195633	574	"*"	"KOS_2h_peak_6956"	74	"."	4.55755	10.76203	7.44997	173	"Promoter (<=1kb)"	17	50193550	50195665	2116	2	"ENST00000471344"	32	"COL1A1"	"17"	50189459	50189530	72	"*"	"KOS_4h_peak_612"	59	"."	6.42651	10.78055	5.99391	42	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	-675	"COL1A1"
"559"	"ENSG00000108821"	"17"	50195060	50195633	574	"*"	"KOS_2h_peak_6956"	74	"."	4.55755	10.76203	7.44997	173	"Promoter (<=1kb)"	17	50193550	50195665	2116	2	"ENST00000471344"	32	"COL1A1"	"17"	50200809	50200866	58	"*"	"KOS_4h_peak_614"	50	"."	6.23299	9.76683	5.08148	38	"Promoter (<=1kb)"	17	50199289	50200191	903	2	"ENST00000507689"	-618	"COL1A1"
"560"	"ENSG00000108821"	"17"	50195060	50195633	574	"*"	"KOS_2h_peak_6956"	74	"."	4.55755	10.76203	7.44997	173	"Promoter (<=1kb)"	17	50193550	50195665	2116	2	"ENST00000471344"	32	"COL1A1"	"17"	50187104	50187156	53	"*"	"KOS_4h_peak_610"	28	"."	4.81637	7.19218	2.82053	45	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"
"561"	"ENSG00000108821"	"17"	50195060	50195633	574	"*"	"KOS_2h_peak_6956"	74	"."	4.55755	10.76203	7.44997	173	"Promoter (<=1kb)"	17	50193550	50195665	2116	2	"ENST00000471344"	32	"COL1A1"	"17"	50201513	50201593	81	"*"	"KOS_4h_peak_615"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	38	"COL1A1"
"562"	"ENSG00000108821"	"17"	50190740	50190904	165	"*"	"KOS_2h_peak_6950"	70	"."	4.67031	10.38245	7.09733	83	"Promoter (<=1kb)"	17	50190309	50190924	616	2	"ENST00000494334"	20	"COL1A1"	"17"	50188722	50188973	252	"*"	"KOS_4h_peak_611"	79	"."	7.28338	12.96905	7.99772	136	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	0	"COL1A1"
"563"	"ENSG00000108821"	"17"	50190740	50190904	165	"*"	"KOS_2h_peak_6950"	70	"."	4.67031	10.38245	7.09733	83	"Promoter (<=1kb)"	17	50190309	50190924	616	2	"ENST00000494334"	20	"COL1A1"	"17"	50196119	50196206	88	"*"	"KOS_4h_peak_613"	38	"."	5.5327	8.33394	3.81582	40	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	389	"COL1A1"
"564"	"ENSG00000108821"	"17"	50190740	50190904	165	"*"	"KOS_2h_peak_6950"	70	"."	4.67031	10.38245	7.09733	83	"Promoter (<=1kb)"	17	50190309	50190924	616	2	"ENST00000494334"	20	"COL1A1"	"17"	50189459	50189530	72	"*"	"KOS_4h_peak_612"	59	"."	6.42651	10.78055	5.99391	42	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	-675	"COL1A1"
"565"	"ENSG00000108821"	"17"	50190740	50190904	165	"*"	"KOS_2h_peak_6950"	70	"."	4.67031	10.38245	7.09733	83	"Promoter (<=1kb)"	17	50190309	50190924	616	2	"ENST00000494334"	20	"COL1A1"	"17"	50200809	50200866	58	"*"	"KOS_4h_peak_614"	50	"."	6.23299	9.76683	5.08148	38	"Promoter (<=1kb)"	17	50199289	50200191	903	2	"ENST00000507689"	-618	"COL1A1"
"566"	"ENSG00000108821"	"17"	50190740	50190904	165	"*"	"KOS_2h_peak_6950"	70	"."	4.67031	10.38245	7.09733	83	"Promoter (<=1kb)"	17	50190309	50190924	616	2	"ENST00000494334"	20	"COL1A1"	"17"	50187104	50187156	53	"*"	"KOS_4h_peak_610"	28	"."	4.81637	7.19218	2.82053	45	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"
"567"	"ENSG00000108821"	"17"	50190740	50190904	165	"*"	"KOS_2h_peak_6950"	70	"."	4.67031	10.38245	7.09733	83	"Promoter (<=1kb)"	17	50190309	50190924	616	2	"ENST00000494334"	20	"COL1A1"	"17"	50201513	50201593	81	"*"	"KOS_4h_peak_615"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	38	"COL1A1"
"568"	"ENSG00000108821"	"17"	50185436	50186139	704	"*"	"KOS_2h_peak_6944"	257	"."	9.81211	29.69117	25.70636	176	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	983	"COL1A1"	"17"	50188722	50188973	252	"*"	"KOS_4h_peak_611"	79	"."	7.28338	12.96905	7.99772	136	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	0	"COL1A1"
"569"	"ENSG00000108821"	"17"	50185436	50186139	704	"*"	"KOS_2h_peak_6944"	257	"."	9.81211	29.69117	25.70636	176	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	983	"COL1A1"	"17"	50196119	50196206	88	"*"	"KOS_4h_peak_613"	38	"."	5.5327	8.33394	3.81582	40	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	389	"COL1A1"
"570"	"ENSG00000108821"	"17"	50185436	50186139	704	"*"	"KOS_2h_peak_6944"	257	"."	9.81211	29.69117	25.70636	176	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	983	"COL1A1"	"17"	50189459	50189530	72	"*"	"KOS_4h_peak_612"	59	"."	6.42651	10.78055	5.99391	42	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	-675	"COL1A1"
"571"	"ENSG00000108821"	"17"	50185436	50186139	704	"*"	"KOS_2h_peak_6944"	257	"."	9.81211	29.69117	25.70636	176	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	983	"COL1A1"	"17"	50200809	50200866	58	"*"	"KOS_4h_peak_614"	50	"."	6.23299	9.76683	5.08148	38	"Promoter (<=1kb)"	17	50199289	50200191	903	2	"ENST00000507689"	-618	"COL1A1"
"572"	"ENSG00000108821"	"17"	50185436	50186139	704	"*"	"KOS_2h_peak_6944"	257	"."	9.81211	29.69117	25.70636	176	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	983	"COL1A1"	"17"	50187104	50187156	53	"*"	"KOS_4h_peak_610"	28	"."	4.81637	7.19218	2.82053	45	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"
"573"	"ENSG00000108821"	"17"	50185436	50186139	704	"*"	"KOS_2h_peak_6944"	257	"."	9.81211	29.69117	25.70636	176	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	983	"COL1A1"	"17"	50201513	50201593	81	"*"	"KOS_4h_peak_615"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	38	"COL1A1"
"574"	"ENSG00000108821"	"17"	50188070	50189806	1737	"*"	"KOS_2h_peak_6947"	345	"."	10.55896	38.69967	34.55647	870	"Promoter (<=1kb)"	17	50187607	50188554	948	2	"ENST00000486572"	0	"COL1A1"	"17"	50188722	50188973	252	"*"	"KOS_4h_peak_611"	79	"."	7.28338	12.96905	7.99772	136	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	0	"COL1A1"
"575"	"ENSG00000108821"	"17"	50188070	50189806	1737	"*"	"KOS_2h_peak_6947"	345	"."	10.55896	38.69967	34.55647	870	"Promoter (<=1kb)"	17	50187607	50188554	948	2	"ENST00000486572"	0	"COL1A1"	"17"	50196119	50196206	88	"*"	"KOS_4h_peak_613"	38	"."	5.5327	8.33394	3.81582	40	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	389	"COL1A1"
"576"	"ENSG00000108821"	"17"	50188070	50189806	1737	"*"	"KOS_2h_peak_6947"	345	"."	10.55896	38.69967	34.55647	870	"Promoter (<=1kb)"	17	50187607	50188554	948	2	"ENST00000486572"	0	"COL1A1"	"17"	50189459	50189530	72	"*"	"KOS_4h_peak_612"	59	"."	6.42651	10.78055	5.99391	42	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	-675	"COL1A1"
"577"	"ENSG00000108821"	"17"	50188070	50189806	1737	"*"	"KOS_2h_peak_6947"	345	"."	10.55896	38.69967	34.55647	870	"Promoter (<=1kb)"	17	50187607	50188554	948	2	"ENST00000486572"	0	"COL1A1"	"17"	50200809	50200866	58	"*"	"KOS_4h_peak_614"	50	"."	6.23299	9.76683	5.08148	38	"Promoter (<=1kb)"	17	50199289	50200191	903	2	"ENST00000507689"	-618	"COL1A1"
"578"	"ENSG00000108821"	"17"	50188070	50189806	1737	"*"	"KOS_2h_peak_6947"	345	"."	10.55896	38.69967	34.55647	870	"Promoter (<=1kb)"	17	50187607	50188554	948	2	"ENST00000486572"	0	"COL1A1"	"17"	50187104	50187156	53	"*"	"KOS_4h_peak_610"	28	"."	4.81637	7.19218	2.82053	45	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"
"579"	"ENSG00000108821"	"17"	50188070	50189806	1737	"*"	"KOS_2h_peak_6947"	345	"."	10.55896	38.69967	34.55647	870	"Promoter (<=1kb)"	17	50187607	50188554	948	2	"ENST00000486572"	0	"COL1A1"	"17"	50201513	50201593	81	"*"	"KOS_4h_peak_615"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	38	"COL1A1"
"580"	"ENSG00000108821"	"17"	50190975	50191091	117	"*"	"KOS_2h_peak_6951"	30	"."	3.45197	6.05565	3.09548	21	"Promoter (<=1kb)"	17	50190309	50190924	616	2	"ENST00000494334"	-51	"COL1A1"	"17"	50188722	50188973	252	"*"	"KOS_4h_peak_611"	79	"."	7.28338	12.96905	7.99772	136	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	0	"COL1A1"
"581"	"ENSG00000108821"	"17"	50190975	50191091	117	"*"	"KOS_2h_peak_6951"	30	"."	3.45197	6.05565	3.09548	21	"Promoter (<=1kb)"	17	50190309	50190924	616	2	"ENST00000494334"	-51	"COL1A1"	"17"	50196119	50196206	88	"*"	"KOS_4h_peak_613"	38	"."	5.5327	8.33394	3.81582	40	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	389	"COL1A1"
"582"	"ENSG00000108821"	"17"	50190975	50191091	117	"*"	"KOS_2h_peak_6951"	30	"."	3.45197	6.05565	3.09548	21	"Promoter (<=1kb)"	17	50190309	50190924	616	2	"ENST00000494334"	-51	"COL1A1"	"17"	50189459	50189530	72	"*"	"KOS_4h_peak_612"	59	"."	6.42651	10.78055	5.99391	42	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	-675	"COL1A1"
"583"	"ENSG00000108821"	"17"	50190975	50191091	117	"*"	"KOS_2h_peak_6951"	30	"."	3.45197	6.05565	3.09548	21	"Promoter (<=1kb)"	17	50190309	50190924	616	2	"ENST00000494334"	-51	"COL1A1"	"17"	50200809	50200866	58	"*"	"KOS_4h_peak_614"	50	"."	6.23299	9.76683	5.08148	38	"Promoter (<=1kb)"	17	50199289	50200191	903	2	"ENST00000507689"	-618	"COL1A1"
"584"	"ENSG00000108821"	"17"	50190975	50191091	117	"*"	"KOS_2h_peak_6951"	30	"."	3.45197	6.05565	3.09548	21	"Promoter (<=1kb)"	17	50190309	50190924	616	2	"ENST00000494334"	-51	"COL1A1"	"17"	50187104	50187156	53	"*"	"KOS_4h_peak_610"	28	"."	4.81637	7.19218	2.82053	45	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"
"585"	"ENSG00000108821"	"17"	50190975	50191091	117	"*"	"KOS_2h_peak_6951"	30	"."	3.45197	6.05565	3.09548	21	"Promoter (<=1kb)"	17	50190309	50190924	616	2	"ENST00000494334"	-51	"COL1A1"	"17"	50201513	50201593	81	"*"	"KOS_4h_peak_615"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	38	"COL1A1"
"586"	"ENSG00000108821"	"17"	50190269	50190609	341	"*"	"KOS_2h_peak_6949"	74	"."	4.85319	10.78964	7.47597	281	"Promoter (<=1kb)"	17	50190309	50190924	616	2	"ENST00000494334"	315	"COL1A1"	"17"	50188722	50188973	252	"*"	"KOS_4h_peak_611"	79	"."	7.28338	12.96905	7.99772	136	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	0	"COL1A1"
"587"	"ENSG00000108821"	"17"	50190269	50190609	341	"*"	"KOS_2h_peak_6949"	74	"."	4.85319	10.78964	7.47597	281	"Promoter (<=1kb)"	17	50190309	50190924	616	2	"ENST00000494334"	315	"COL1A1"	"17"	50196119	50196206	88	"*"	"KOS_4h_peak_613"	38	"."	5.5327	8.33394	3.81582	40	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	389	"COL1A1"
"588"	"ENSG00000108821"	"17"	50190269	50190609	341	"*"	"KOS_2h_peak_6949"	74	"."	4.85319	10.78964	7.47597	281	"Promoter (<=1kb)"	17	50190309	50190924	616	2	"ENST00000494334"	315	"COL1A1"	"17"	50189459	50189530	72	"*"	"KOS_4h_peak_612"	59	"."	6.42651	10.78055	5.99391	42	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	-675	"COL1A1"
"589"	"ENSG00000108821"	"17"	50190269	50190609	341	"*"	"KOS_2h_peak_6949"	74	"."	4.85319	10.78964	7.47597	281	"Promoter (<=1kb)"	17	50190309	50190924	616	2	"ENST00000494334"	315	"COL1A1"	"17"	50200809	50200866	58	"*"	"KOS_4h_peak_614"	50	"."	6.23299	9.76683	5.08148	38	"Promoter (<=1kb)"	17	50199289	50200191	903	2	"ENST00000507689"	-618	"COL1A1"
"590"	"ENSG00000108821"	"17"	50190269	50190609	341	"*"	"KOS_2h_peak_6949"	74	"."	4.85319	10.78964	7.47597	281	"Promoter (<=1kb)"	17	50190309	50190924	616	2	"ENST00000494334"	315	"COL1A1"	"17"	50187104	50187156	53	"*"	"KOS_4h_peak_610"	28	"."	4.81637	7.19218	2.82053	45	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"
"591"	"ENSG00000108821"	"17"	50190269	50190609	341	"*"	"KOS_2h_peak_6949"	74	"."	4.85319	10.78964	7.47597	281	"Promoter (<=1kb)"	17	50190309	50190924	616	2	"ENST00000494334"	315	"COL1A1"	"17"	50201513	50201593	81	"*"	"KOS_4h_peak_615"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	38	"COL1A1"
"592"	"ENSG00000108821"	"17"	50195808	50196992	1185	"*"	"KOS_2h_peak_6957"	135	"."	6.51049	17.21926	13.59064	1072	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	0	"COL1A1"	"17"	50188722	50188973	252	"*"	"KOS_4h_peak_611"	79	"."	7.28338	12.96905	7.99772	136	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	0	"COL1A1"
"593"	"ENSG00000108821"	"17"	50195808	50196992	1185	"*"	"KOS_2h_peak_6957"	135	"."	6.51049	17.21926	13.59064	1072	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	0	"COL1A1"	"17"	50196119	50196206	88	"*"	"KOS_4h_peak_613"	38	"."	5.5327	8.33394	3.81582	40	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	389	"COL1A1"
"594"	"ENSG00000108821"	"17"	50195808	50196992	1185	"*"	"KOS_2h_peak_6957"	135	"."	6.51049	17.21926	13.59064	1072	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	0	"COL1A1"	"17"	50189459	50189530	72	"*"	"KOS_4h_peak_612"	59	"."	6.42651	10.78055	5.99391	42	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	-675	"COL1A1"
"595"	"ENSG00000108821"	"17"	50195808	50196992	1185	"*"	"KOS_2h_peak_6957"	135	"."	6.51049	17.21926	13.59064	1072	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	0	"COL1A1"	"17"	50200809	50200866	58	"*"	"KOS_4h_peak_614"	50	"."	6.23299	9.76683	5.08148	38	"Promoter (<=1kb)"	17	50199289	50200191	903	2	"ENST00000507689"	-618	"COL1A1"
"596"	"ENSG00000108821"	"17"	50195808	50196992	1185	"*"	"KOS_2h_peak_6957"	135	"."	6.51049	17.21926	13.59064	1072	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	0	"COL1A1"	"17"	50187104	50187156	53	"*"	"KOS_4h_peak_610"	28	"."	4.81637	7.19218	2.82053	45	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"
"597"	"ENSG00000108821"	"17"	50195808	50196992	1185	"*"	"KOS_2h_peak_6957"	135	"."	6.51049	17.21926	13.59064	1072	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	0	"COL1A1"	"17"	50201513	50201593	81	"*"	"KOS_4h_peak_615"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	38	"COL1A1"
"598"	"ENSG00000108821"	"17"	50200434	50201704	1271	"*"	"KOS_2h_peak_6963"	310	"."	8.09216	35.17575	31.08695	1110	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	0	"COL1A1"	"17"	50188722	50188973	252	"*"	"KOS_4h_peak_611"	79	"."	7.28338	12.96905	7.99772	136	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	0	"COL1A1"
"599"	"ENSG00000108821"	"17"	50200434	50201704	1271	"*"	"KOS_2h_peak_6963"	310	"."	8.09216	35.17575	31.08695	1110	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	0	"COL1A1"	"17"	50196119	50196206	88	"*"	"KOS_4h_peak_613"	38	"."	5.5327	8.33394	3.81582	40	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	389	"COL1A1"
