"geneId"	"seqnames_2h"	"start_2h"	"end_2h"	"width_2h"	"strand_2h"	"V4_2h"	"V5_2h"	"V6_2h"	"V7_2h"	"V8_2h"	"V9_2h"	"V10_2h"	"annotation_2h"	"geneChr_2h"	"geneStart_2h"	"geneEnd_2h"	"geneLength_2h"	"geneStrand_2h"	"transcriptId_2h"	"distanceToTSS_2h"	"external_gene_name_2h"	"annotation_short_2h"	"seqnames_4h"	"start_4h"	"end_4h"	"width_4h"	"strand_4h"	"V4_4h"	"V5_4h"	"V6_4h"	"V7_4h"	"V8_4h"	"V9_4h"	"V10_4h"	"annotation_4h"	"geneChr_4h"	"geneStart_4h"	"geneEnd_4h"	"geneLength_4h"	"geneStrand_4h"	"transcriptId_4h"	"distanceToTSS_4h"	"external_gene_name_4h"	"annotation_short_4h"
"450"	"ENSG00000108821"	"17"	50194272	50194786	515	"*"	"KOS_2h_peak_6955"	92	"."	4.7965	12.67293	9.25121	68	"Promoter (<=1kb)"	17	50193486	50194352	867	2	"ENST00000463440"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50196119	50196206	88	"*"	"KOS_4h_peak_613"	38	"."	5.5327	8.33394	3.81582	40	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	389	"COL1A1"	"Promoter (<=1kb)"
"451"	"ENSG00000108821"	"17"	50194272	50194786	515	"*"	"KOS_2h_peak_6955"	92	"."	4.7965	12.67293	9.25121	68	"Promoter (<=1kb)"	17	50193486	50194352	867	2	"ENST00000463440"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50189459	50189530	72	"*"	"KOS_4h_peak_612"	59	"."	6.42651	10.78055	5.99391	42	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	-675	"COL1A1"	"Promoter (<=1kb)"
"452"	"ENSG00000108821"	"17"	50194272	50194786	515	"*"	"KOS_2h_peak_6955"	92	"."	4.7965	12.67293	9.25121	68	"Promoter (<=1kb)"	17	50193486	50194352	867	2	"ENST00000463440"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50187104	50187156	53	"*"	"KOS_4h_peak_610"	28	"."	4.81637	7.19218	2.82053	45	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"	"Promoter (<=1kb)"
"453"	"ENSG00000108821"	"17"	50197108	50197226	119	"*"	"KOS_2h_peak_6958"	49	"."	4.29116	8.03499	4.90911	74	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	-513	"COL1A1"	"Promoter (<=1kb)"	"17"	50201513	50201593	81	"*"	"KOS_4h_peak_615"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	38	"COL1A1"	"Promoter (<=1kb)"
"454"	"ENSG00000108821"	"17"	50197108	50197226	119	"*"	"KOS_2h_peak_6958"	49	"."	4.29116	8.03499	4.90911	74	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	-513	"COL1A1"	"Promoter (<=1kb)"	"17"	50200809	50200866	58	"*"	"KOS_4h_peak_614"	50	"."	6.23299	9.76683	5.08148	38	"Promoter (<=1kb)"	17	50199289	50200191	903	2	"ENST00000507689"	-618	"COL1A1"	"Promoter (<=1kb)"
"455"	"ENSG00000108821"	"17"	50197108	50197226	119	"*"	"KOS_2h_peak_6958"	49	"."	4.29116	8.03499	4.90911	74	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	-513	"COL1A1"	"Promoter (<=1kb)"	"17"	50188722	50188973	252	"*"	"KOS_4h_peak_611"	79	"."	7.28338	12.96905	7.99772	136	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	0	"COL1A1"	"Promoter (<=1kb)"
"456"	"ENSG00000108821"	"17"	50197108	50197226	119	"*"	"KOS_2h_peak_6958"	49	"."	4.29116	8.03499	4.90911	74	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	-513	"COL1A1"	"Promoter (<=1kb)"	"17"	50196119	50196206	88	"*"	"KOS_4h_peak_613"	38	"."	5.5327	8.33394	3.81582	40	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	389	"COL1A1"	"Promoter (<=1kb)"
"457"	"ENSG00000108821"	"17"	50197108	50197226	119	"*"	"KOS_2h_peak_6958"	49	"."	4.29116	8.03499	4.90911	74	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	-513	"COL1A1"	"Promoter (<=1kb)"	"17"	50189459	50189530	72	"*"	"KOS_4h_peak_612"	59	"."	6.42651	10.78055	5.99391	42	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	-675	"COL1A1"	"Promoter (<=1kb)"
"458"	"ENSG00000108821"	"17"	50197108	50197226	119	"*"	"KOS_2h_peak_6958"	49	"."	4.29116	8.03499	4.90911	74	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	-513	"COL1A1"	"Promoter (<=1kb)"	"17"	50187104	50187156	53	"*"	"KOS_4h_peak_610"	28	"."	4.81637	7.19218	2.82053	45	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"	"Promoter (<=1kb)"
"459"	"ENSG00000108821"	"17"	50198283	50198399	117	"*"	"KOS_2h_peak_6960"	49	"."	4.33865	8.12946	4.99049	63	"Promoter (<=1kb)"	17	50196520	50198702	2183	2	"ENST00000495677"	303	"COL1A1"	"Promoter (<=1kb)"	"17"	50201513	50201593	81	"*"	"KOS_4h_peak_615"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	38	"COL1A1"	"Promoter (<=1kb)"
"460"	"ENSG00000108821"	"17"	50198283	50198399	117	"*"	"KOS_2h_peak_6960"	49	"."	4.33865	8.12946	4.99049	63	"Promoter (<=1kb)"	17	50196520	50198702	2183	2	"ENST00000495677"	303	"COL1A1"	"Promoter (<=1kb)"	"17"	50200809	50200866	58	"*"	"KOS_4h_peak_614"	50	"."	6.23299	9.76683	5.08148	38	"Promoter (<=1kb)"	17	50199289	50200191	903	2	"ENST00000507689"	-618	"COL1A1"	"Promoter (<=1kb)"
"461"	"ENSG00000108821"	"17"	50198283	50198399	117	"*"	"KOS_2h_peak_6960"	49	"."	4.33865	8.12946	4.99049	63	"Promoter (<=1kb)"	17	50196520	50198702	2183	2	"ENST00000495677"	303	"COL1A1"	"Promoter (<=1kb)"	"17"	50188722	50188973	252	"*"	"KOS_4h_peak_611"	79	"."	7.28338	12.96905	7.99772	136	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	0	"COL1A1"	"Promoter (<=1kb)"
"462"	"ENSG00000108821"	"17"	50198283	50198399	117	"*"	"KOS_2h_peak_6960"	49	"."	4.33865	8.12946	4.99049	63	"Promoter (<=1kb)"	17	50196520	50198702	2183	2	"ENST00000495677"	303	"COL1A1"	"Promoter (<=1kb)"	"17"	50196119	50196206	88	"*"	"KOS_4h_peak_613"	38	"."	5.5327	8.33394	3.81582	40	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	389	"COL1A1"	"Promoter (<=1kb)"
"463"	"ENSG00000108821"	"17"	50198283	50198399	117	"*"	"KOS_2h_peak_6960"	49	"."	4.33865	8.12946	4.99049	63	"Promoter (<=1kb)"	17	50196520	50198702	2183	2	"ENST00000495677"	303	"COL1A1"	"Promoter (<=1kb)"	"17"	50189459	50189530	72	"*"	"KOS_4h_peak_612"	59	"."	6.42651	10.78055	5.99391	42	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	-675	"COL1A1"	"Promoter (<=1kb)"
"464"	"ENSG00000108821"	"17"	50198283	50198399	117	"*"	"KOS_2h_peak_6960"	49	"."	4.33865	8.12946	4.99049	63	"Promoter (<=1kb)"	17	50196520	50198702	2183	2	"ENST00000495677"	303	"COL1A1"	"Promoter (<=1kb)"	"17"	50187104	50187156	53	"*"	"KOS_4h_peak_610"	28	"."	4.81637	7.19218	2.82053	45	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"	"Promoter (<=1kb)"
"465"	"ENSG00000108821"	"17"	50186383	50187597	1215	"*"	"KOS_2h_peak_6945"	312	"."	9.94978	35.35647	31.26526	686	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50201513	50201593	81	"*"	"KOS_4h_peak_615"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	38	"COL1A1"	"Promoter (<=1kb)"
"466"	"ENSG00000108821"	"17"	50186383	50187597	1215	"*"	"KOS_2h_peak_6945"	312	"."	9.94978	35.35647	31.26526	686	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50200809	50200866	58	"*"	"KOS_4h_peak_614"	50	"."	6.23299	9.76683	5.08148	38	"Promoter (<=1kb)"	17	50199289	50200191	903	2	"ENST00000507689"	-618	"COL1A1"	"Promoter (<=1kb)"
"467"	"ENSG00000108821"	"17"	50186383	50187597	1215	"*"	"KOS_2h_peak_6945"	312	"."	9.94978	35.35647	31.26526	686	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50188722	50188973	252	"*"	"KOS_4h_peak_611"	79	"."	7.28338	12.96905	7.99772	136	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	0	"COL1A1"	"Promoter (<=1kb)"
"468"	"ENSG00000108821"	"17"	50186383	50187597	1215	"*"	"KOS_2h_peak_6945"	312	"."	9.94978	35.35647	31.26526	686	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50196119	50196206	88	"*"	"KOS_4h_peak_613"	38	"."	5.5327	8.33394	3.81582	40	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	389	"COL1A1"	"Promoter (<=1kb)"
"469"	"ENSG00000108821"	"17"	50186383	50187597	1215	"*"	"KOS_2h_peak_6945"	312	"."	9.94978	35.35647	31.26526	686	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50189459	50189530	72	"*"	"KOS_4h_peak_612"	59	"."	6.42651	10.78055	5.99391	42	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	-675	"COL1A1"	"Promoter (<=1kb)"
"470"	"ENSG00000108821"	"17"	50186383	50187597	1215	"*"	"KOS_2h_peak_6945"	312	"."	9.94978	35.35647	31.26526	686	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50187104	50187156	53	"*"	"KOS_4h_peak_610"	28	"."	4.81637	7.19218	2.82053	45	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"	"Promoter (<=1kb)"
"471"	"ENSG00000108821"	"17"	50191295	50192089	795	"*"	"KOS_2h_peak_6952"	116	"."	6.17596	15.19365	11.65316	602	"Promoter (<=1kb)"	17	50191866	50192439	574	2	"ENST00000504289"	350	"COL1A1"	"Promoter (<=1kb)"	"17"	50201513	50201593	81	"*"	"KOS_4h_peak_615"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	38	"COL1A1"	"Promoter (<=1kb)"
"472"	"ENSG00000108821"	"17"	50191295	50192089	795	"*"	"KOS_2h_peak_6952"	116	"."	6.17596	15.19365	11.65316	602	"Promoter (<=1kb)"	17	50191866	50192439	574	2	"ENST00000504289"	350	"COL1A1"	"Promoter (<=1kb)"	"17"	50200809	50200866	58	"*"	"KOS_4h_peak_614"	50	"."	6.23299	9.76683	5.08148	38	"Promoter (<=1kb)"	17	50199289	50200191	903	2	"ENST00000507689"	-618	"COL1A1"	"Promoter (<=1kb)"
"473"	"ENSG00000108821"	"17"	50191295	50192089	795	"*"	"KOS_2h_peak_6952"	116	"."	6.17596	15.19365	11.65316	602	"Promoter (<=1kb)"	17	50191866	50192439	574	2	"ENST00000504289"	350	"COL1A1"	"Promoter (<=1kb)"	"17"	50188722	50188973	252	"*"	"KOS_4h_peak_611"	79	"."	7.28338	12.96905	7.99772	136	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	0	"COL1A1"	"Promoter (<=1kb)"
"474"	"ENSG00000108821"	"17"	50191295	50192089	795	"*"	"KOS_2h_peak_6952"	116	"."	6.17596	15.19365	11.65316	602	"Promoter (<=1kb)"	17	50191866	50192439	574	2	"ENST00000504289"	350	"COL1A1"	"Promoter (<=1kb)"	"17"	50196119	50196206	88	"*"	"KOS_4h_peak_613"	38	"."	5.5327	8.33394	3.81582	40	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	389	"COL1A1"	"Promoter (<=1kb)"
"475"	"ENSG00000108821"	"17"	50191295	50192089	795	"*"	"KOS_2h_peak_6952"	116	"."	6.17596	15.19365	11.65316	602	"Promoter (<=1kb)"	17	50191866	50192439	574	2	"ENST00000504289"	350	"COL1A1"	"Promoter (<=1kb)"	"17"	50189459	50189530	72	"*"	"KOS_4h_peak_612"	59	"."	6.42651	10.78055	5.99391	42	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	-675	"COL1A1"	"Promoter (<=1kb)"
"476"	"ENSG00000108821"	"17"	50191295	50192089	795	"*"	"KOS_2h_peak_6952"	116	"."	6.17596	15.19365	11.65316	602	"Promoter (<=1kb)"	17	50191866	50192439	574	2	"ENST00000504289"	350	"COL1A1"	"Promoter (<=1kb)"	"17"	50187104	50187156	53	"*"	"KOS_4h_peak_610"	28	"."	4.81637	7.19218	2.82053	45	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"	"Promoter (<=1kb)"
"477"	"ENSG00000108821"	"17"	50195808	50196992	1185	"*"	"KOS_2h_peak_6957"	135	"."	6.51049	17.21926	13.59064	1072	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50201513	50201593	81	"*"	"KOS_4h_peak_615"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	38	"COL1A1"	"Promoter (<=1kb)"
"478"	"ENSG00000108821"	"17"	50195808	50196992	1185	"*"	"KOS_2h_peak_6957"	135	"."	6.51049	17.21926	13.59064	1072	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50200809	50200866	58	"*"	"KOS_4h_peak_614"	50	"."	6.23299	9.76683	5.08148	38	"Promoter (<=1kb)"	17	50199289	50200191	903	2	"ENST00000507689"	-618	"COL1A1"	"Promoter (<=1kb)"
"479"	"ENSG00000108821"	"17"	50195808	50196992	1185	"*"	"KOS_2h_peak_6957"	135	"."	6.51049	17.21926	13.59064	1072	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50188722	50188973	252	"*"	"KOS_4h_peak_611"	79	"."	7.28338	12.96905	7.99772	136	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	0	"COL1A1"	"Promoter (<=1kb)"
"480"	"ENSG00000108821"	"17"	50195808	50196992	1185	"*"	"KOS_2h_peak_6957"	135	"."	6.51049	17.21926	13.59064	1072	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50196119	50196206	88	"*"	"KOS_4h_peak_613"	38	"."	5.5327	8.33394	3.81582	40	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	389	"COL1A1"	"Promoter (<=1kb)"
"481"	"ENSG00000108821"	"17"	50195808	50196992	1185	"*"	"KOS_2h_peak_6957"	135	"."	6.51049	17.21926	13.59064	1072	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50189459	50189530	72	"*"	"KOS_4h_peak_612"	59	"."	6.42651	10.78055	5.99391	42	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	-675	"COL1A1"	"Promoter (<=1kb)"
"482"	"ENSG00000108821"	"17"	50195808	50196992	1185	"*"	"KOS_2h_peak_6957"	135	"."	6.51049	17.21926	13.59064	1072	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50187104	50187156	53	"*"	"KOS_4h_peak_610"	28	"."	4.81637	7.19218	2.82053	45	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"	"Promoter (<=1kb)"
"483"	"ENSG00000108821"	"17"	50195060	50195633	574	"*"	"KOS_2h_peak_6956"	74	"."	4.55755	10.76203	7.44997	173	"Promoter (<=1kb)"	17	50193550	50195665	2116	2	"ENST00000471344"	32	"COL1A1"	"Promoter (<=1kb)"	"17"	50201513	50201593	81	"*"	"KOS_4h_peak_615"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	38	"COL1A1"	"Promoter (<=1kb)"
"484"	"ENSG00000108821"	"17"	50195060	50195633	574	"*"	"KOS_2h_peak_6956"	74	"."	4.55755	10.76203	7.44997	173	"Promoter (<=1kb)"	17	50193550	50195665	2116	2	"ENST00000471344"	32	"COL1A1"	"Promoter (<=1kb)"	"17"	50200809	50200866	58	"*"	"KOS_4h_peak_614"	50	"."	6.23299	9.76683	5.08148	38	"Promoter (<=1kb)"	17	50199289	50200191	903	2	"ENST00000507689"	-618	"COL1A1"	"Promoter (<=1kb)"
"485"	"ENSG00000108821"	"17"	50195060	50195633	574	"*"	"KOS_2h_peak_6956"	74	"."	4.55755	10.76203	7.44997	173	"Promoter (<=1kb)"	17	50193550	50195665	2116	2	"ENST00000471344"	32	"COL1A1"	"Promoter (<=1kb)"	"17"	50188722	50188973	252	"*"	"KOS_4h_peak_611"	79	"."	7.28338	12.96905	7.99772	136	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	0	"COL1A1"	"Promoter (<=1kb)"
"486"	"ENSG00000108821"	"17"	50195060	50195633	574	"*"	"KOS_2h_peak_6956"	74	"."	4.55755	10.76203	7.44997	173	"Promoter (<=1kb)"	17	50193550	50195665	2116	2	"ENST00000471344"	32	"COL1A1"	"Promoter (<=1kb)"	"17"	50196119	50196206	88	"*"	"KOS_4h_peak_613"	38	"."	5.5327	8.33394	3.81582	40	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	389	"COL1A1"	"Promoter (<=1kb)"
"487"	"ENSG00000108821"	"17"	50195060	50195633	574	"*"	"KOS_2h_peak_6956"	74	"."	4.55755	10.76203	7.44997	173	"Promoter (<=1kb)"	17	50193550	50195665	2116	2	"ENST00000471344"	32	"COL1A1"	"Promoter (<=1kb)"	"17"	50189459	50189530	72	"*"	"KOS_4h_peak_612"	59	"."	6.42651	10.78055	5.99391	42	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	-675	"COL1A1"	"Promoter (<=1kb)"
"488"	"ENSG00000108821"	"17"	50195060	50195633	574	"*"	"KOS_2h_peak_6956"	74	"."	4.55755	10.76203	7.44997	173	"Promoter (<=1kb)"	17	50193550	50195665	2116	2	"ENST00000471344"	32	"COL1A1"	"Promoter (<=1kb)"	"17"	50187104	50187156	53	"*"	"KOS_4h_peak_610"	28	"."	4.81637	7.19218	2.82053	45	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"	"Promoter (<=1kb)"
"489"	"ENSG00000108821"	"17"	50192429	50192595	167	"*"	"KOS_2h_peak_6953"	48	"."	4.25127	7.95531	4.83511	95	"Promoter (<=1kb)"	17	50191866	50192439	574	2	"ENST00000504289"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50201513	50201593	81	"*"	"KOS_4h_peak_615"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	38	"COL1A1"	"Promoter (<=1kb)"
"490"	"ENSG00000108821"	"17"	50192429	50192595	167	"*"	"KOS_2h_peak_6953"	48	"."	4.25127	7.95531	4.83511	95	"Promoter (<=1kb)"	17	50191866	50192439	574	2	"ENST00000504289"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50200809	50200866	58	"*"	"KOS_4h_peak_614"	50	"."	6.23299	9.76683	5.08148	38	"Promoter (<=1kb)"	17	50199289	50200191	903	2	"ENST00000507689"	-618	"COL1A1"	"Promoter (<=1kb)"
"491"	"ENSG00000108821"	"17"	50192429	50192595	167	"*"	"KOS_2h_peak_6953"	48	"."	4.25127	7.95531	4.83511	95	"Promoter (<=1kb)"	17	50191866	50192439	574	2	"ENST00000504289"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50188722	50188973	252	"*"	"KOS_4h_peak_611"	79	"."	7.28338	12.96905	7.99772	136	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	0	"COL1A1"	"Promoter (<=1kb)"
"492"	"ENSG00000108821"	"17"	50192429	50192595	167	"*"	"KOS_2h_peak_6953"	48	"."	4.25127	7.95531	4.83511	95	"Promoter (<=1kb)"	17	50191866	50192439	574	2	"ENST00000504289"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50196119	50196206	88	"*"	"KOS_4h_peak_613"	38	"."	5.5327	8.33394	3.81582	40	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	389	"COL1A1"	"Promoter (<=1kb)"
"493"	"ENSG00000108821"	"17"	50192429	50192595	167	"*"	"KOS_2h_peak_6953"	48	"."	4.25127	7.95531	4.83511	95	"Promoter (<=1kb)"	17	50191866	50192439	574	2	"ENST00000504289"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50189459	50189530	72	"*"	"KOS_4h_peak_612"	59	"."	6.42651	10.78055	5.99391	42	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	-675	"COL1A1"	"Promoter (<=1kb)"
"494"	"ENSG00000108821"	"17"	50192429	50192595	167	"*"	"KOS_2h_peak_6953"	48	"."	4.25127	7.95531	4.83511	95	"Promoter (<=1kb)"	17	50191866	50192439	574	2	"ENST00000504289"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50187104	50187156	53	"*"	"KOS_4h_peak_610"	28	"."	4.81637	7.19218	2.82053	45	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"	"Promoter (<=1kb)"
"495"	"ENSG00000108821"	"17"	50200434	50201704	1271	"*"	"KOS_2h_peak_6963"	310	"."	8.09216	35.17575	31.08695	1110	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50201513	50201593	81	"*"	"KOS_4h_peak_615"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	38	"COL1A1"	"Promoter (<=1kb)"
"496"	"ENSG00000108821"	"17"	50200434	50201704	1271	"*"	"KOS_2h_peak_6963"	310	"."	8.09216	35.17575	31.08695	1110	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50200809	50200866	58	"*"	"KOS_4h_peak_614"	50	"."	6.23299	9.76683	5.08148	38	"Promoter (<=1kb)"	17	50199289	50200191	903	2	"ENST00000507689"	-618	"COL1A1"	"Promoter (<=1kb)"
"497"	"ENSG00000108821"	"17"	50200434	50201704	1271	"*"	"KOS_2h_peak_6963"	310	"."	8.09216	35.17575	31.08695	1110	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50188722	50188973	252	"*"	"KOS_4h_peak_611"	79	"."	7.28338	12.96905	7.99772	136	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	0	"COL1A1"	"Promoter (<=1kb)"
"498"	"ENSG00000108821"	"17"	50200434	50201704	1271	"*"	"KOS_2h_peak_6963"	310	"."	8.09216	35.17575	31.08695	1110	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50196119	50196206	88	"*"	"KOS_4h_peak_613"	38	"."	5.5327	8.33394	3.81582	40	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	389	"COL1A1"	"Promoter (<=1kb)"
"499"	"ENSG00000108821"	"17"	50200434	50201704	1271	"*"	"KOS_2h_peak_6963"	310	"."	8.09216	35.17575	31.08695	1110	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50189459	50189530	72	"*"	"KOS_4h_peak_612"	59	"."	6.42651	10.78055	5.99391	42	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	-675	"COL1A1"	"Promoter (<=1kb)"
"500"	"ENSG00000108821"	"17"	50200434	50201704	1271	"*"	"KOS_2h_peak_6963"	310	"."	8.09216	35.17575	31.08695	1110	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	0	"COL1A1"	"Promoter (<=1kb)"	"17"	50187104	50187156	53	"*"	"KOS_4h_peak_610"	28	"."	4.81637	7.19218	2.82053	45	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"	"Promoter (<=1kb)"
"501"	"ENSG00000108821"	"17"	50187670	50187990	321	"*"	"KOS_2h_peak_6946"	90	"."	5.44076	12.42122	9.0131	237	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	-548	"COL1A1"	"Promoter (<=1kb)"	"17"	50201513	50201593	81	"*"	"KOS_4h_peak_615"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	38	"COL1A1"	"Promoter (<=1kb)"
"502"	"ENSG00000108821"	"17"	50187670	50187990	321	"*"	"KOS_2h_peak_6946"	90	"."	5.44076	12.42122	9.0131	237	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	-548	"COL1A1"	"Promoter (<=1kb)"	"17"	50200809	50200866	58	"*"	"KOS_4h_peak_614"	50	"."	6.23299	9.76683	5.08148	38	"Promoter (<=1kb)"	17	50199289	50200191	903	2	"ENST00000507689"	-618	"COL1A1"	"Promoter (<=1kb)"
"503"	"ENSG00000108821"	"17"	50187670	50187990	321	"*"	"KOS_2h_peak_6946"	90	"."	5.44076	12.42122	9.0131	237	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	-548	"COL1A1"	"Promoter (<=1kb)"	"17"	50188722	50188973	252	"*"	"KOS_4h_peak_611"	79	"."	7.28338	12.96905	7.99772	136	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	0	"COL1A1"	"Promoter (<=1kb)"
